long,lat,order,hole,piece,id,group,OBJECTID,GEO_ID,STATE,COUNTY,TRACT,NAME,LSAD,Id2,Geography,Total_Pop_,Spanish,Russian,Other_Slav,Other_Indi,Other_Indo,Chinese,Japanese,Korean,Mon_Khmer_,Laotian,Vietnamese,Other_Asia,Tagalog,Other_Paci,Arabic,African,Shape_Leng,Shape_Area
-122.39995399999903,45.503381000856486,34,FALSE,1,58,58.1,59,1400000US41051010407,41,051,010407,104.07,Tract,-1898662553,"Census Tract 104.07, Multnomah County, Oregon",5361,540,42,0,0,3,0,0,35,0,0,13,0,0,0,0,0,14296.129341169139,8704323.764894841
-122.39993399900924,45.504781000365504,35,FALSE,1,58,58.1,59,1400000US41051010407,41,051,010407,104.07,Tract,-1898662553,"Census Tract 104.07, Multnomah County, Oregon",5361,540,42,0,0,3,0,0,35,0,0,13,0,0,0,0,0,14296.129341169139,8704323.764894841
-122.3999609996717,45.506598000312366,36,FALSE,1,58,58.1,59,1400000US41051010407,41,051,010407,104.07,Tract,-1898662553,"Census Tract 104.07, Multnomah County, Oregon",5361,540,42,0,0,3,0,0,35,0,0,13,0,0,0,0,0,14296.129341169139,8704323.764894841
-122.3999539991007,45.5078000002629,37,FALSE,1,58,58.1,59,1400000US41051010407,41,051,010407,104.07,Tract,-1898662553,"Census Tract 104.07, Multnomah County, Oregon",5361,540,42,0,0,3,0,0,35,0,0,13,0,0,0,0,0,14296.129341169139,8704323.764894841
-122.39996499986968,45.51192800015581,38,FALSE,1,58,58.1,59,1400000US41051010407,41,051,010407,104.07,Tract,-1898662553,"Census Tract 104.07, Multnomah County, Oregon",5361,540,42,0,0,3,0,0,35,0,0,13,0,0,0,0,0,14296.129341169139,8704323.764894841
-122.3971005113805,45.57260478915874,1,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.39180199900143,45.57454100000878,2,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.38356894660897,45.57554328544827,3,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.38030200029608,45.57594100012216,4,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.37218924220169,45.574023439606385,5,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.3528020011658,45.56944099995856,6,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.34181170206112,45.55850229950329,7,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.33907026569784,45.55577373347699,8,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.33150199985334,45.54824099954444,9,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.29490099969637,45.54354100012852,10,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.29481999860717,45.54354186206459,11,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.2667009991607,45.5438410008956,12,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.26262499956019,45.54432100030296,13,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.25953099960076,45.54509813150414,14,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.24899300044498,45.54774500028203,15,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.2016999993498,45.56414099912013,16,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.19752601780631,45.56728336769259,17,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.18369499873657,45.57769600034751,18,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.16682999884641,45.58037115110693,19,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.14074999902506,45.5845079999313,20,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.12954800024556,45.582945000089644,21,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.12948999872262,45.582967000509655,22,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.1261970003682,45.58257299974167,23,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.1261970003682,45.582616999607154,24,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.1123560010156,45.581408999522864,25,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.10167499994806,45.58351599913912,26,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.10018632623228,45.58419147724198,27,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.04437400032485,45.60951600083561,28,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.02257099994547,45.6151509999974,29,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-122.00368999909807,45.61592999910263,30,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.98303800021075,45.62281200064197,31,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9797969999382,45.62483900077596,32,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9635470001663,45.632784000307396,33,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.96125801826219,45.63594076239767,34,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9557340000007,45.643559000241396,35,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9518380012236,45.64495099983635,36,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.93514900016223,45.64416900009034,37,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.922236000024,45.64908306882437,38,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.92190899978587,45.61084399994808,39,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91810900036988,45.60811300020003,40,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91650900023758,45.607676999356265,41,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91555600001051,45.60527899949739,42,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9133349999122,45.602566000246604,43,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91321400043667,45.60118999982522,44,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91515599997746,45.59895699926111,45,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9154139997203,45.59710800022693,46,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91453199874007,45.59418800030146,47,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91592400025657,45.59201799990898,48,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91596799973918,45.58932399995414,49,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91848299956538,45.586383999972995,50,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91799699931859,45.58481600085221,51,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91590000086543,45.58271399987466,52,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91367400074422,45.58159299980221,53,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9101759987571,45.581234000146544,54,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9113310004471,45.57804300065512,55,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91118699960874,45.576820999881015,56,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91296500001633,45.57514999971606,57,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91383899880402,45.5708410001824,58,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91158800126338,45.56729099983625,59,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91043500012148,45.56678300030318,60,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.9072680003671,45.566729999922565,61,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90832500035123,45.56532399997425,62,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90690599996886,45.56259599918631,63,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90529800033893,45.56163700023757,64,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90281900049771,45.56107800053969,65,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90325200014276,45.558547000046545,66,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90186600027067,45.55617200014265,67,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90921699958058,45.54972500031111,68,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91451300116844,45.548430000341526,69,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91970499940595,45.5476650002955,70,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.92222200067863,45.54674399983876,71,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.92046699983727,45.54523800017631,72,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91686200041501,45.54357599975524,73,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91351000071268,45.538158999947875,74,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91314900013934,45.53700900003053,75,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91376400025757,45.53445200091986,76,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91152800009061,45.53013099971318,77,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91129399884058,45.52844899977415,78,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.91024700069882,45.527050999316124,79,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90700700025118,45.52477600005208,80,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.90674199993735,45.520496999859446,81,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.89789299970404,45.51628599911812,82,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.89378199994343,45.51335299999704,83,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.89067700101168,45.51272000013495,84,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.88617899984017,45.512399000079746,85,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.8821769998595,45.5129799993259,86,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.87896999992216,45.51403400009381,87,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.87465100064743,45.51576200027165,88,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.86945000039245,45.51425699943077,89,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.86864500030342,45.51008800008892,90,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.86549400044255,45.50530899980209,91,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.86129400009519,45.50222899980519,92,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.85991200042106,45.49983599994319,93,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.85993300033746,45.4968540000732,94,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.86155599913768,45.49420499923378,95,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.86317799990964,45.492710999992056,96,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.86020199995097,45.489474000123714,97,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
-121.85509199903426,45.48688999983428,98,FALSE,1,59,59.1,60,1400000US41051010500,41,051,010500,105,Tract,-1898662460,"Census Tract 105, Multnomah County, Oregon",3938,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188923.245945762,1013320770.2354921
