qualifying_name,fips,census_tract,total_population,population_density,area,white,black,am_indian,asian,pac_isl,other_race,two_more_races,below_hs,hs_degree,some_college,bachelors_degree,masters_degree,professional_school_degree,doctorate_degree,unemployment_rate,hhs_less_10k,hhs_10k_14999,hhs_15k_19999,hhs_20k_24999,hhs_25k_29999,hhs_30k_34999,hhs_35k_39999,hhs_40k_44999,hhs_45k_49999,hhs_50k_59999,hhs_60k_74999,hhs_75k_99999,hhs_100k_124999,hhs_125k_149999,hhs_150k_199999,hhs_200k_more,med_family_income,med_nonfamily_income,hhs_with_no_earnings,hhs_capital_income,hhs_social_security,hhs_ssi,hhs_public_assistance_income,hhs_retirement_income,renter_occupied_units,owner_occupied_units,10_less_commute,% Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over: Worked At Home_1,Workers 16 Years and Over: Did Not Work At Home: 90 or More Minutes,Workers 16 Years and Over: Did Not Work At Home: 60 to 89 Minutes,Workers 16 Years and Over: Did Not Work At Home: 40 to 59 Minutes,Workers 16 Years and Over: Did Not Work At Home: 30 to 39 Minutes,Workers 16 Years and Over: Did Not Work At Home: 20 to 29 Minutes,Workers 16 Years and Over: Did Not Work At Home: 10 to 19 Minutes,Workers 16 Years and Over: Did Not Work At Home: Less than 10 Minutes,Workers 16 Years and Over: Did Not Work At Home,Workers 16 Years and Over:_1,no_commute
"Block Group 1, Census Tract 8.02, Multnomah County, Oregon",410510008021,802,1055,11223.44,0.0939996633189034,86.54,1.33,0,6.26,0,0,5.88,6.69,11.81,24.54,32.28,22.97,1.71,0,13.71,9.94,3.24,0,6.26,0,3.46,12.31,12.96,0,12.1,19.22,7.78,6.26,3.89,2.59,0,50483,41396,6.91,19.22,7.99,0,3.46,14.9,62.85,37.15,0,100,0,15,42,76,258,101,85,0,577,577,0
"Block Group 2, Census Tract 8.02, Multnomah County, Oregon",410510008022,802,691,7005.914,0.0986309589079177,93.78,2.6,0,1.88,0,0,1.74,5.32,13.29,39.47,18.81,23.11,0,0,5.36,0,0,4.38,0,8.42,9.09,0,4.38,4.38,0,32.66,20.2,8.08,4.04,4.38,0,62436,65982,4.38,21.55,9.43,0,0,0,48.48,51.52,0,78.37,85,0,12,27,113,89,67,0,308,393,21.63
"Block Group 3, Census Tract 8.02, Multnomah County, Oregon",410510008023,802,1324,9165.158,0.144460128772797,88.75,0.98,1.36,4.53,0,0,4.38,11.14,24.38,28.58,28.86,6.03,0,1,7.05,13.11,1.83,6.25,4.27,5.64,1.98,1.83,10.21,4.42,6.4,9.45,18.29,7.47,0.91,2.29,5.64,52917,33365,16.16,10.98,25.76,0,4.57,9.91,58.08,41.92,9.77,93.1,53,51,31,25,191,221,121,75,715,768,6.9
"Block Group 4, Census Tract 8.02, Multnomah County, Oregon",410510008024,802,1701,9612.41,0.176958734943946,82.66,1.7,2.88,4.23,0,0.12,8.41,5.25,14.56,20.55,42.79,15.89,0.96,0,8.19,5.75,2.19,5.06,12.31,9.17,3.42,0,0,7.52,7.52,14.5,18.6,3.69,4.65,1.78,3.83,56920,31900,14.23,23.12,19.56,5.75,7.8,18.88,72.09,27.91,6.88,93.12,81,19,57,252,169,263,255,81,1096,1177,6.88
"Block Group 1, Census Tract 9.01, Multnomah County, Oregon",410510009011,901,1209,11327.22,0.106734085254449,86.77,0,0,5.96,0,0.91,6.37,1.15,11.05,20.86,40.04,14.49,10.32,2.09,1.76,1.41,1.21,1.61,3.82,4.83,2.62,1.41,0,2.01,15.49,12.47,13.08,11.07,10.66,7.85,10.46,79861,71343,14.29,35.81,12.68,0,1.61,12.07,39.64,60.36,7.43,80.84,160,0,8,115,111,211,168,62,675,835,19.16
"Block Group 2, Census Tract 9.01, Multnomah County, Oregon",410510009012,901,1049,8335.038,0.125854251062167,81.79,0.38,1.05,6.96,0,0.95,8.87,7.38,14.39,30.83,19.71,17.29,6.77,3.63,10.79,9.38,5.83,4.38,2.29,6.25,0,1.88,4.38,2.08,6.04,12.5,20.83,10.42,1.88,10.62,1.25,71875,52917,10.42,26.67,17.08,3.96,3.96,10.42,48.33,51.67,13.95,93.28,40,0,0,145,132,87,108,83,555,595,6.72
"Block Group 3, Census Tract 9.01, Multnomah County, Oregon",410510009013,901,1031,9765.391,0.105576937036002,77.21,1.07,0.97,10.38,0,0.78,9.6,6.01,8.83,15.21,40.49,22.09,2.45,4.91,4.31,0,4.97,6.55,0,15.58,0,1.58,7,0,10.38,4.06,6.09,19.19,12.19,0,12.42,74875,46250,9.93,36.12,19.86,2.48,0,2.48,51.69,48.31,4.88,86.61,96,0,35,45,134,228,144,35,621,717,13.39
"Block Group 4, Census Tract 9.01, Multnomah County, Oregon",410510009014,901,883,9097.655,0.0970579786470053,88,0.79,0,4.19,0,1.36,5.66,2.5,6.38,19.14,38.83,26.91,2.36,3.88,2.66,4.46,2.58,0,2.82,0,4.46,6.1,0,12.44,6.57,10.33,14.55,10.09,6.34,11.27,7.98,80139,49773,9.15,28.4,11.27,4.46,1.88,9.15,52.82,47.18,5.39,98.37,10,8,6,64,110,216,165,33,602,612,1.63
"Block Group 1, Census Tract 9.02, Multnomah County, Oregon",410510009021,902,1732,10933.65,0.158410000355214,71.77,15.42,0,11.84,0,0,0.98,11.89,17.88,30.01,28.25,8.78,1.84,1.36,11.43,26.84,2.27,5.63,1.19,1.52,12.01,10.17,1.08,4.55,12.01,7.9,2.71,5.84,1.62,3.35,1.3,35184,37371,24.03,11.8,13.64,5.63,1.73,5.52,71.75,28.25,1.69,92.91,67,18,54,127,235,252,176,16,878,945,7.09
"Block Group 2, Census Tract 9.02, Multnomah County, Oregon",410510009022,902,1170,9459.062,0.123690920575694,84.27,0,0,6.58,2.31,5.3,1.54,16.83,10.03,26.75,23.09,14.02,8.63,0.65,3.53,0,0,0,4,16.57,5.14,2.1,1.71,13.14,4.95,16.19,13.71,12.57,2.67,7.24,0,64453,63672,7.81,24.38,19.24,1.33,0,10.29,55.62,44.38,6.4,98.4,13,0,58,74,121,328,166,52,799,812,1.6
"Block Group 3, Census Tract 9.02, Multnomah County, Oregon",410510009023,902,1483,14171.37,0.104647589100799,74.38,7.28,3.98,5.93,0,0,8.43,5.02,11.93,28.32,29.21,16.05,5.02,4.46,5.58,14.93,2.05,19.59,2.24,8.58,2.99,0,0,6.72,2.99,2.24,15.67,6.72,4.48,5.04,5.78,NA,46076,6.72,20.15,20.9,14.55,22.2,7.28,60.45,39.55,11.86,84.72,125,8,70,46,95,145,232,97,693,818,15.28
"Block Group 1, Census Tract 10, Multnomah County, Oregon",410510010001,1e3,920,9548.688,0.0963483228493723,83.91,4.46,0,11.63,0,0,0,9.95,3.98,43.68,30.8,7.38,4.22,0,6.05,3.97,12.58,0,0,5.96,0,8.39,5.52,0,3.53,28.92,24.5,6.62,0,0,0,61354,61265,7.95,30.68,11.7,0,5.3,5.08,68.21,31.79,15.08,97.07,20,0,41,43,192,169,115,103,663,683,2.93
"Block Group 2, Census Tract 10, Multnomah County, Oregon",410510010002,1e3,1184,3094.448,0.38262069167888,90.29,1.1,1.01,1.69,0,0,5.91,4.2,9.36,28.53,37.57,16.47,3.88,0,8.46,11.02,2.12,4.24,0,2.97,5.3,0,0,0,5.51,16.74,8.9,9.32,10.38,20.76,2.75,77083,NA,13.14,46.82,12.92,2.12,0,2.75,38.35,61.65,6.72,92.86,51,33,13,100,72,219,178,48,663,714,7.14
"Block Group 3, Census Tract 10, Multnomah County, Oregon",410510010003,1e3,1267,5159.055,0.245587624344205,96.92,0.63,0,1.42,0,0,1.03,0,1.49,31.72,34.25,27.47,5.06,0,2.78,8.58,7.28,3.73,0,0,2.61,3.73,0,2.05,13.62,17.91,12.87,6.72,18.47,0,2.43,65132,54792,20.52,40.11,15.11,3.73,0,19.22,51.68,48.32,8.01,92.88,48,13,23,140,130,86,180,54,626,674,7.12
"Block Group 4, Census Tract 10, Multnomah County, Oregon",410510010004,1e3,836,8689.735,0.0962054650446257,88.76,2.39,0,8.85,0,0,0,2.65,5.16,23.16,41.89,18.58,8.55,0,0,4.93,4.11,10.68,14.79,3.29,0,5.48,3.29,4.38,10.41,7.67,3.56,4.66,14.25,4.93,3.56,49453,33750,14.79,22.47,23.29,15.34,10.41,19.18,73.97,26.03,2.83,92.08,42,0,34,68,116,149,106,15,488,530,7.92
"Block Group 5, Census Tract 10, Multnomah County, Oregon",410510010005,1e3,1689,10966.99,0.154007663355969,90.11,0.95,0,4.44,0,2.66,1.84,9.11,13.91,36.37,27.5,10.63,1.12,1.36,8.33,10.79,1.91,11.48,7.79,7.51,0,0,5.33,10.11,7.51,3.83,16.8,9.7,0.82,4.64,1.78,47209,40804,19.54,22.27,16.67,0,0,5.46,69.4,30.6,1.31,96.39,33,0,0,26,210,269,363,12,880,913,3.61
"Block Group 1, Census Tract 11.01, Multnomah County, Oregon",410510011011,1101,628,1406.606,0.44646461682448,74.36,13.38,0,1.91,0,0.8,9.55,9.56,27.99,34.81,22.01,5.63,0,0,28.57,30.35,27.53,8.24,2.59,0,10.35,4.24,6.82,0,6.82,3.06,0,0,0,0,0,13731,13731,28.47,0,21.88,21.41,10.82,0,100,0,10.22,100,0,8,5,13,45,49,126,28,274,274,0
"Block Group 2, Census Tract 11.01, Multnomah County, Oregon",410510011012,1101,1478,15232.01,0.0970324959034559,84.44,4.13,0.68,6.9,0,0.61,3.25,4.28,9.97,19,42.45,20.02,3.19,1.09,10.89,12.5,10.68,11.22,8.65,6.94,2.99,1.92,1.82,6.94,7.37,8.65,10.47,2.35,3.1,1.71,2.67,3e4,28155,25,20.19,20.19,4.91,7.59,10.58,84.51,15.49,9.75,89.07,102,0,61,74,181,172,252,91,831,933,10.93
"Block Group 1, Census Tract 11.02, Multnomah County, Oregon",410510011021,1102,1640,5119.201,0.320362488165968,83.05,1.22,2.56,9.27,0,0.85,3.05,0,12.06,23.69,41.48,14.33,5.31,3.12,6.76,6.75,3.75,6.15,2.7,4.8,5.25,6.15,0.9,3,6.15,11.24,13.64,8.1,6.15,7.05,8.25,69453,38125,11.69,40.48,17.09,0,2.25,9.75,52.02,47.98,10.4,89.1,109,15,15,82,94,182,399,104,891,1000,10.9
"Block Group 1, Census Tract 12.01, Multnomah County, Oregon",410510012011,1201,964,15396.35,0.0626122592073786,92.43,2.7,1.24,2.39,0,0,1.24,1.21,17.78,36.66,26.34,12.4,2.74,2.85,9.88,0,4.44,5.51,12.97,2.66,9.95,2.66,5.51,9.95,8.88,17.94,12.61,3.2,0,0,3.73,48170,48527,5.86,24.87,5.51,0,0,6.04,90.59,9.41,18.55,88.42,88,24,13,33,71,142,248,141,672,760,11.58
"Block Group 2, Census Tract 12.01, Multnomah County, Oregon",410510012012,1201,971,12729.24,0.0762810484064019,87.33,1.44,1.34,1.96,0,0,7.93,1.91,1.77,35.88,32.88,9.14,10.37,8.05,0,4.17,2.47,5.5,11.2,18.6,10.44,8.16,12.14,3.04,2.66,7.21,5.5,0.95,0,1.71,6.26,33047,29127,16.13,28.46,25.62,0,3.61,26.19,74.95,25.05,5.88,94.12,38,21,45,64,27,296,117,38,608,646,5.88
"Block Group 3, Census Tract 12.01, Multnomah County, Oregon",410510012013,1201,1134,16478.88,0.0688153767507803,88.36,2.12,0,5.82,0,0,3.7,1.1,5.15,39.69,35.86,12.61,5.59,0,5.74,17.37,8.29,3.6,5.95,0,10.64,0,4.85,0,14.4,7.51,14.55,10.33,2.5,0,0,44135,41875,13.93,13.46,13.46,3.13,2.03,4.69,85.92,14.08,5.36,90.82,72,0,16,54,132,181,287,42,712,784,9.18
"Block Group 4, Census Tract 12.01, Multnomah County, Oregon",410510012014,1201,2062,13706.42,0.150440465361229,91.61,0,0,1.26,0,6.79,0.34,0,2.94,27.03,56.6,10.89,2.54,0,1.89,15.72,0,2.66,0,1.93,7.13,8.71,1.45,4.59,5.32,3.39,28.05,9.92,2.78,0,8.34,68438,68021,0.85,24.91,1.45,0,1.09,3.39,86.94,13.06,7.36,96.14,64,14,39,201,266,336,616,122,1594,1658,3.86
"Block Group 1, Census Tract 12.02, Multnomah County, Oregon",410510012021,1202,1170,9303.774,0.125755408905369,93.68,0,0,2.65,0,2.56,1.11,0,7.65,19.5,46.66,15.19,7.22,3.77,6.32,2.08,1.33,3.03,1.33,5.49,6.25,3.41,0,2.27,5.49,11.36,2.46,13.83,18.75,7.39,15.53,106e3,64091,8.9,48.67,19.7,0,3.03,19.89,41.29,58.71,12.82,90.6,66,7,28,45,40,194,232,90,636,702,9.4
"Block Group 2, Census Tract 12.02, Multnomah County, Oregon",410510012022,1202,1271,9998.131,0.127123755013537,84.66,1.1,0,8.65,0,0,5.59,4.33,8.55,22.03,28.67,25.86,5.84,4.73,2.74,1.4,3.14,3.49,0,5.58,1.05,2.44,2.44,3.49,7.85,22.86,15.18,8.73,4.89,11.52,5.93,69271,65236,8.38,31.24,11.69,3.84,0,5.58,45.55,54.45,1.35,89.09,89,21,36,77,179,202,201,11,727,816,10.91
"Block Group 3, Census Tract 12.02, Multnomah County, Oregon",410510012023,1202,1080,10023.42,0.1077476034638,83.7,0,0.19,10.37,0,2.69,3.06,1.76,10.41,12.05,51.19,12.92,6.27,5.4,5.53,1.82,2.05,6.61,7.06,4.56,0,14.58,5.69,2.51,1.37,5.69,9.34,11.16,5.69,2.28,19.59,67321,35899,28.47,44.42,35.76,0,2.51,28.7,28.7,71.3,24.05,91.78,41,26,18,58,32,91,113,120,458,499,8.22
"Block Group 1, Census Tract 13.01, Multnomah County, Oregon",410510013011,1301,1140,17963.05,0.0634636145032332,74.74,2.54,0,4.56,0,0.88,17.28,3.61,5.35,20.55,44.96,19.68,2.62,3.24,1.79,9.51,1.01,0,4.25,0,2.02,3.85,6.07,8.7,1.82,4.45,20.24,12.96,6.48,11.74,6.88,84432,62188,0,39.47,5.87,5.06,2.83,5.87,58.7,41.3,2.4,87.63,98,0,17,41,206,253,158,19,694,792,12.37
"Block Group 2, Census Tract 13.01, Multnomah County, Oregon",410510013012,1301,508,7770.713,0.0653736619629126,98.82,0,0.59,0,0,0,0.59,0.21,5.6,20.12,31.12,27.39,14.11,1.45,5.71,13.21,0,3.21,6.43,3.21,11.43,0,0,6.07,10,8.21,3.21,3.21,2.5,17.86,11.43,57917,34583,11.07,30.36,8.57,2.86,3.21,5.36,56.07,43.93,6.88,87.57,47,0,10,26,53,77,139,26,331,378,12.43
"Block Group 3, Census Tract 13.01, Multnomah County, Oregon",410510013013,1301,939,11584.75,0.0810548156979878,92.55,0,0,3.94,0,3.51,0,1.24,3.11,31.1,36.55,23.02,3.58,1.4,2.74,0,2.1,0,7.35,7.87,6.3,0,2.62,2.89,2.1,15.22,16.8,11.29,1.57,10.24,13.65,76164,66250,6.04,48.82,8.4,0,1.84,3.41,39.9,60.1,9.82,91.96,45,0,17,61,29,116,237,55,515,560,8.04
"Block Group 4, Census Tract 13.01, Multnomah County, Oregon",410510013014,1301,1363,17537.39,0.0777196651104175,87.82,0.29,0,5.21,0,0,6.68,2.07,13.77,21.86,40.53,17.64,3.44,0.69,2.75,9.79,1.2,4.67,10.69,8.13,4.37,3.77,10.09,1.05,8.28,5.12,9.64,5.72,1.2,4.52,11.75,44022,42202,16.87,30.57,18.67,5.42,1.66,9.34,75.3,24.7,4.39,83.21,153,12,66,81,178,160,221,40,758,911,16.79
"Block Group 1, Census Tract 13.02, Multnomah County, Oregon",410510013021,1302,712,9544.537,0.0745976429234421,85.25,1.83,0,4.63,0,1.26,7.02,2.73,13.84,26.78,33.88,18.03,3.28,1.46,1.62,3.85,0,0,7.05,3.21,0,13.78,2.88,4.81,7.69,8.33,21.15,15.38,11.86,0,0,74167,71250,12.82,41.67,16.99,0,6.09,16.35,33.65,66.35,1.88,89.44,45,0,29,14,46,137,147,8,381,426,10.56
"Block Group 2, Census Tract 13.02, Multnomah County, Oregon",410510013022,1302,1106,11961.44,0.0924637488667901,88.88,0,0,1.9,1.63,3.25,4.34,1.55,7.73,29.06,35.8,16.35,8.07,1.44,4.27,5.94,2.25,2.05,0,2.46,2.46,1.64,0,1.23,11.07,12.09,17.42,12.3,8.4,5.12,15.57,85833,71071,7.38,26.64,12.7,0,0,14.55,36.07,63.93,1.16,75.18,171,10,9,38,88,229,136,8,518,689,24.82
"Block Group 3, Census Tract 13.02, Multnomah County, Oregon",410510013023,1302,1422,11321.39,0.125602898546248,91.42,0,0,2.6,0,2.39,3.59,0.95,6.46,20.74,36.3,17.25,11.53,6.77,5.74,2.07,2.48,2.27,0,0,1.65,0,5.99,1.65,7.23,10.74,17.36,7.85,12.4,14.88,13.43,95909,60313,4.96,35.54,9.5,0,5.37,8.06,23.76,76.24,3.92,88.24,87,0,0,51,172,211,190,29,653,740,11.76
"Block Group 1, Census Tract 14, Multnomah County, Oregon",410510014001,1400,1210,12210.36,0.0990962120287816,92.07,0,0,6.61,0,0,1.32,0,5.48,31.85,22.01,28.7,3.65,8.32,6.54,2.44,4.39,4.72,0,6.34,18.86,5.04,2.76,2.6,4.55,14.15,14.47,7.64,1.79,5.69,4.55,52981,39274,24.55,31.87,30.41,2.44,0,26.34,50.89,49.11,2.64,88.02,77,12,41,98,205,142,51,17,566,643,11.98
"Block Group 2, Census Tract 14, Multnomah County, Oregon",410510014002,1400,1056,9892.387,0.106748757137099,83.81,0.09,0,10.23,0,0,5.87,6.05,1.01,14.46,40.92,32.06,3.59,1.91,3.12,3.42,0,4.17,3.8,3.61,3.04,0,1.9,0,7.4,5.31,25.24,24.67,7.02,5.12,5.31,82604,76739,17.46,39.47,22.2,0,3.61,17.08,35.1,64.9,0,88.04,89,0,0,86,153,191,225,0,655,744,11.96
"Block Group 3, Census Tract 14, Multnomah County, Oregon",410510014003,1400,1435,11554.54,0.124193625607532,85.51,1.32,2.72,1.25,0,1.81,7.39,2.67,7.19,16.31,51.15,12.9,9.77,0,9.07,2.84,4.85,2.84,2.84,3.18,0,9.53,2.01,4.68,2.68,5.18,15.89,10.7,7.19,9.87,15.72,85417,64097,12.37,52.68,15.22,0,2.17,8.86,32.78,67.22,3.66,89.71,90,0,57,159,139,197,201,32,785,875,10.29
"Block Group 4, Census Tract 14, Multnomah County, Oregon",410510014004,1400,646,9436.357,0.0684586183410888,80.5,2.48,2.63,7.28,0,0,7.12,5.16,18.25,22.02,26.59,22.02,2.18,3.77,4.27,0,0,4.71,0,6.27,4.71,0,0,0,12.55,16.47,12.16,12.94,20.78,4.31,5.1,76875,NA,11.76,34.12,16.47,7.06,0,11.76,36.08,63.92,0,96.78,13,0,35,65,105,146,40,0,391,404,3.22
"Block Group 5, Census Tract 14, Multnomah County, Oregon",410510014005,1400,1073,15150.59,0.0708223358563823,76.61,18.55,0,3.17,0,0,1.68,0,14.36,26.03,36.03,18.08,5.51,0,11.31,27.46,0,0,0,0,0,0,6.74,6.99,11.66,6.99,7.25,3.89,0,11.4,17.62,55385,46250,11.66,33.42,0,0,18.91,0,66.32,33.68,1.71,83.36,107,0,0,100,167,165,93,11,536,643,16.64
"Block Group 1, Census Tract 15, Multnomah County, Oregon",410510015001,1500,1515,8405.701,0.180234811898742,96.17,0,1.25,1.39,0,0.53,0.66,0.64,10.98,14.16,36.3,22.14,11.62,4.17,3.98,1.64,1.64,0,2.95,3.28,4.26,1.31,3.44,0.66,7.05,10.66,11.97,11.31,6.39,9.84,23.61,102593,56944,10.98,44.1,15.41,0,0,15.41,16.89,83.11,5.25,87.05,111,0,56,39,158,225,223,45,746,857,12.95
"Block Group 2, Census Tract 15, Multnomah County, Oregon",410510015002,1500,1155,10364.73,0.111435651439312,92.21,0,0.95,2.86,0,0.78,3.2,1.84,10.28,25.83,27.66,17.14,13.95,3.3,6.84,0,2.02,2.25,6.74,4.94,2.02,0,6.07,3.82,7.19,19.55,9.89,8.31,4.27,9.66,13.26,70096,50909,14.16,41.35,20,0,5.17,23.82,31.01,68.99,5.61,90.92,55,10,50,84,96,199,78,34,551,606,9.08
"Block Group 3, Census Tract 15, Multnomah County, Oregon",410510015003,1500,771,8856.172,0.0870579323147443,92.35,0.65,0,3.37,0,0,3.63,0.96,6.55,22.68,43.29,12.62,8.95,4.95,4.77,5.86,2.47,0,11.11,5.56,0,2.47,0,2.47,7.41,0,17.9,12.96,8.64,16.05,7.1,88958,49844,18.52,33.02,16.05,0,3.7,10.49,38.58,61.42,5.85,95.61,18,0,11,25,135,138,59,24,392,410,4.39
"Block Group 1, Census Tract 16.01, Multnomah County, Oregon",410510016011,1601,789,6695.216,0.117845333646334,100,0,0,0,0,0,0,0,3.75,40.47,17.19,34.38,2.03,2.19,0,0,3.18,0,6.9,7.96,0,0,3.98,14.32,0,9.28,25.99,3.45,9.28,11.41,4.24,76964,NA,3.18,30.5,17.51,0,0,6.37,25.46,74.54,0,88.61,72,0,46,65,125,204,120,0,560,632,11.39
"Block Group 2, Census Tract 16.01, Multnomah County, Oregon",410510016012,1601,685,6259.895,0.109426761822835,96.35,0,0,1.75,0,0,1.9,2.21,19.37,32.29,28.6,17.53,0,0,0,3.59,4.79,8.38,0,3.29,9.28,4.19,0,4.19,13.47,10.78,6.59,10.18,4.49,13.47,3.29,57155,46786,11.68,37.43,29.04,0,0,6.29,31.14,68.86,10.62,96.54,14,0,70,73,59,122,24,43,391,405,3.46
"Block Group 3, Census Tract 16.01, Multnomah County, Oregon",410510016013,1601,1221,6884.937,0.177343678812411,86.98,0,2.38,8.76,0,0,1.88,10.27,14.22,43.04,18.26,12.54,1.68,0,12.41,2.43,2.95,23.4,5.89,14.04,0,4.85,0,14.73,5.55,9.71,0,10.75,0,0,5.72,35670,25638,22.88,24.78,24.78,2.77,2.25,17.33,42.46,57.54,24.36,93.63,40,71,0,80,83,86,115,153,588,628,6.37
"Block Group 4, Census Tract 16.01, Multnomah County, Oregon",410510016014,1601,1148,2673.216,0.429445232950886,79.62,1.92,0,11.59,0,0.52,6.36,6.9,15.32,23.74,29.71,24.33,0,0,3.21,6.95,2.44,0,2.63,5.26,8.65,11.09,6.77,0,9.96,11.09,5.83,9.59,10.15,7.89,1.69,58684,36700,52.07,47.74,57.14,2.44,3.57,44.55,57.52,42.48,13.77,90.47,45,0,7,30,38,149,138,65,427,472,9.53
"Block Group 5, Census Tract 16.01, Multnomah County, Oregon",410510016015,1601,729,5794.672,0.125805216085943,74.9,1.37,0,6.58,0,13.85,3.29,0,3.75,26.78,24.34,31.09,11.99,2.06,7.32,7.01,0,3.35,0,0,0,0,0,0,3.05,15.85,20.43,16.46,5.49,14.63,13.72,102578,76492,28.66,35.37,46.65,0,4.27,28.96,15.85,84.15,11.17,89.65,38,0,0,43,53,84,108,41,329,367,10.35
"Block Group 6, Census Tract 16.01, Multnomah County, Oregon",410510016016,1601,1215,8256.896,0.147149716523783,81.73,0.49,0.49,13.17,0.49,1.65,1.98,12.39,16.23,7.35,42.54,16.01,5.48,0,8.2,0,0,0,0,6.43,4.29,3.75,3.22,0,0,6.7,19.3,18.23,11.8,10.72,15.55,106780,NA,2.68,54.42,37,0,0,22.52,0,100,7.79,76.64,114,0,38,0,36,103,159,38,374,488,23.36
"Block Group 1, Census Tract 16.02, Multnomah County, Oregon",410510016021,1602,876,6686.499,0.131010259506994,74.43,1.94,0,20.43,0,0,3.2,15.2,23.6,28,23.6,5.87,3.07,0.67,7.14,8.59,3.91,7.81,2.08,3.65,3.12,3.39,15.36,2.08,21.88,8.33,5.73,6.25,3.91,2.08,1.82,48750,41447,20.57,12.5,36.46,11.2,12.5,22.66,30.21,69.79,15.48,98.98,4,24,14,48,40,58,145,61,390,394,1.02
"Block Group 2, Census Tract 16.02, Multnomah County, Oregon",410510016022,1602,938,4496.881,0.20858899732354,72.92,2.77,1.39,14.29,1.17,2.56,4.9,9.06,35.22,44.03,10.82,0,0.88,0,9.86,2.45,3.81,8.45,3,3.54,4.09,5.99,4.36,9.81,12.26,5.18,16.62,10.9,4.9,4.63,0,51528,46944,19.07,22.89,26.43,4.9,0,22.07,24.52,75.48,10.62,98.84,6,33,0,64,81,232,47,55,512,518,1.16
"Block Group 3, Census Tract 16.02, Multnomah County, Oregon",410510016023,1602,1550,7575.151,0.20461639204506,71.74,4.52,0,13.74,4.52,0,5.48,25.04,23.59,25.13,17.52,4.44,2.56,1.71,13.71,18.95,8.59,7.03,2.73,11.72,4.3,2.93,0.98,6.05,9.38,2.34,2.73,12.5,0.78,5.47,3.52,32083,27813,17.38,14.65,23.05,9.18,2.73,18.55,41.21,58.79,13.64,93.49,53,0,48,178,171,128,125,111,761,814,6.51
"Block Group 4, Census Tract 16.02, Multnomah County, Oregon",410510016024,1602,1225,12358.3,0.099123625283206,56.9,17.55,1.22,16.9,0.82,0,6.61,10.24,15.09,46.44,20.15,8.08,0,0,12.74,4.12,8.03,5.42,3.47,5.21,1.08,11.71,12.15,0,7.81,19.52,15.18,4.77,1.52,0,0,44491,26927,15.4,15.18,17.14,15.4,3.47,10.2,36.23,63.77,0,96.35,18,15,21,59,81,106,193,0,475,493,3.65
"Block Group 1, Census Tract 17.01, Multnomah County, Oregon",410510017011,1701,539,5800.344,0.0929255270680791,80.52,5.19,1.86,10.2,0,2.23,0,9.28,9.55,34.22,23.87,16.71,0,6.37,11.86,11.49,0,8.05,5.75,0,0,0,20.11,12.64,0,5.75,16.09,20.11,0,0,0,48409,NA,8.05,22.99,8.05,0,5.75,0,31.03,68.97,4.93,95.52,10,0,18,10,46,109,19,11,213,223,4.48
"Block Group 2, Census Tract 17.01, Multnomah County, Oregon",410510017012,1701,1428,10640.42,0.134205255005042,72.62,8.26,0.84,8.89,0,0,9.38,6.74,22.78,35.99,27.39,5.94,1.15,0,8.86,9.44,4.48,4.48,1.12,1.92,2.08,4.64,8.16,2.08,22.88,15.2,8.96,2.56,1.76,3.36,6.88,51523,42768,17.12,31.04,12.48,7.36,3.04,8.64,44.96,55.04,12.57,98.89,10,0,14,137,182,224,219,113,889,899,1.11
"Block Group 3, Census Tract 17.01, Multnomah County, Oregon",410510017013,1701,1141,12099.58,0.0943008230153962,40.58,6.13,0,32.16,21.12,0,0,4.86,14.14,29.57,45.14,6.29,0,0,4.01,10.86,0,4.28,0,11.18,5.26,0,4.28,0,4.28,24.34,3.62,16.45,0,15.46,0,70238,64955,4.28,26.32,0,15.46,0,19.74,61.84,38.16,2.24,98.06,13,0,69,24,296,178,76,15,658,671,1.94
"Block Group 4, Census Tract 17.01, Multnomah County, Oregon",410510017014,1701,830,8735.879,0.0950104788130293,97.23,1.57,0,0,0,0,1.2,0,5.14,26,43.98,24.88,0,0,5.14,3.52,2.76,0,2.51,2.51,0,9.3,8.04,0,23.62,15.83,7.04,5.03,8.29,3.02,8.54,52261,43906,0,10.8,0,0,2.76,3.52,55.03,44.97,14.58,97.63,14,14,10,195,41,121,109,86,576,590,2.37
"Block Group 5, Census Tract 17.01, Multnomah County, Oregon",410510017015,1701,888,7095.047,0.125157722738484,87.16,1.58,2.7,1.69,0,0,6.87,0,25.1,31.89,28.09,12.89,2.04,0,4.68,9.66,2.3,0,2.53,0,3.45,6.67,0,2.3,6.44,15.63,15.86,14.71,17.01,0,3.45,78203,70724,6.67,32.41,25.75,0,0,19.77,35.17,64.83,0,94.73,30,0,64,55,119,194,107,0,539,569,5.27
"Block Group 6, Census Tract 17.01, Multnomah County, Oregon",410510017016,1701,1202,13854.95,0.0867560004139015,72.8,0,4.83,2.91,0,0,19.47,2.27,29.35,33.38,30.23,3.15,0,1.64,16.39,0,3.48,0,0,3.77,8.7,0,3.48,0,53.91,7.25,10.14,6.09,0,3.19,0,55654,53728,16.23,49.57,56.52,31.59,0,40.58,20.29,79.71,2.34,96.76,18,0,17,69,23,323,93,13,538,556,3.24
