X,Y,Date_Inventoried,Species,Condition,Neighborhood,Family,Genus,Common,Size
-122.547110760987,45.4853813570263,2015-06-27,FR,Good,POWELLHURST-GILBERT,Oleaceae,Fraxinus,ash,M
-122.648608229395,45.5030724930127,2012-07-21,MG,Good,HOSFORD-ABERNETHY,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.656548212714,45.467840022229,2011-09-02,ACPA,Good,SELLWOOD-MORELAND,Sapindaceae,Acer,"maple, Japanese",S
-122.694168858211,45.4885392183789,2016-07-07,ACMA,Poor,HILLSDALE,Sapindaceae,Acer,"maple, bigleaf",L
-122.633776099925,45.5152994274635,2012-07-29,AC,Good,SUNNYSIDE,Sapindaceae,Acer,"maple, other",M
-122.627309373434,45.4997541253618,2013-08-17,MG,Good,RICHMOND,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.610410372311,45.5350834921521,NA,LAIN,Fair,ROSE CITY PARK,Lythraceae,Lagerstroemia,crape myrtle,S
-122.680136077528,45.5315027057216,2016-05-11,ACRU,Fair,PEARL,Sapindaceae,Acer,"maple, red",M
-122.698909745869,45.5353795171932,2012-07-28,ACRU,Fair,NORTHWEST DISTRICT,Sapindaceae,Acer,"maple, red",M
-122.662907533934,45.5546478616219,2015-09-24,STJA,Good,KING,Styracaceae,Styrax,snowbell,S
-122.625310558147,45.5042344129969,2013-07-20,QU,Good,RICHMOND,Fagaceae,Quercus,"oak, deciduous",L
-122.687036035429,45.5820243666076,2011-06-25,GLTR,Fair,KENTON,Leguminosae,Gleditsia,honey locust,L
-122.528563146501,45.5358468436567,2016-05-14,PSME,Fair,RUSSELL,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.676294246264,45.5029369034049,2015-05-09,ACGR,Good,SOUTH PORTLAND,Sapindaceae,Acer,"maple, paperbark",S
-122.633765649823,45.5574133829577,2010-10-22,MG,Fair,CONCORDIA,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.596230994659,45.5531853361375,2015-06-20,CO,Fair,ROSEWAY,Cornaceae,Cornus,dogwood,S
-122.635570106514,45.4915212939338,2016-08-11,ACGR,Fair,CRESTON-KENILWORTH,Sapindaceae,Acer,"maple, paperbark",S
-122.619700748979,45.5185479367319,2012-07-07,GIBI,Good,SUNNYSIDE,Ginkgoaceae,Ginkgo,ginkgo,L
-122.682441442008,45.5596021327473,2011-06-25,BE,Fair,OVERLOOK,Betulaceae,Betula,birch,M
-122.68591389501,45.5128017135943,2013-07-27,TI,Good,DOWNTOWN,Malvaceae,Tilia,linden,L
-122.692496392781,45.4818938030915,2016-07-11,PSME,Fair,HILLSDALE,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.628916951755,45.4851225957794,2016-07-26,PI,Fair,REED,Pinaceae,Pinus,pine,L
-122.654556467168,45.5459208150125,2015-07-16,ACRU,Fair,IRVINGTON,Sapindaceae,Acer,"maple, red",M
-122.590783617962,45.5323890644532,2015-08-07,CO,Fair,MONTAVILLA,Cornaceae,Cornus,dogwood,S
-122.667901141936,45.5499974301871,2014-09-12,PY,Fair,BOISE,Rosaceae,Pyrus,pear,M
-122.618223235932,45.52394486185,2014-07-28,ACPA,Good,LAURELHURST,Sapindaceae,Acer,"maple, Japanese",S
-122.621506068951,45.4998515558105,2013-08-17,NYSY,Fair,RICHMOND,Cornaceae,Nyssa,tupelo,M
-122.648183833814,45.4781851878198,2011-07-21,PY,Fair,SELLWOOD-MORELAND,Rosaceae,Pyrus,pear,M
-122.678164885436,45.5258345339772,NA,ACRU,Fair,PEARL,Sapindaceae,Acer,"maple, red",M
-122.638808139651,45.5098312107189,2012-08-04,PRCH,Fair,HOSFORD-ABERNETHY,Rosaceae,Prunus,cherry,S
-122.738630462057,45.5867771127218,2011-09-28,PY,Good,ST. JOHNS,Rosaceae,Pyrus,pear,M
-122.648693749908,45.4567410145946,2011-07-14,PRPL,Poor,SELLWOOD-MORELAND,Rosaceae,Prunus,plum,S
-122.626653775754,45.5129434723916,2012-08-04,LIST,Good,SUNNYSIDE,Altingiaceae,Liquidambar,sweetgum,M
-122.627965454409,45.5291867302063,2014-06-28,CO,Fair,LAURELHURST,Cornaceae,Cornus,dogwood,S
-122.691674354346,45.517385660730604,2016-05-03,PY,Fair,GOOSE HOLLOW,Rosaceae,Pyrus,pear,M
-122.651136658136,45.480804027094,2011-07-17,AC,Good,SELLWOOD-MORELAND,Sapindaceae,Acer,"maple, other",M
-122.702585265736,45.4787834409667,2016-06-23,LAAN,Fair,HILLSDALE,Leguminosae,Laburnum,golden chain tree,S
-122.622644950373,45.5339815719526,NA,PRCH,Fair,HOLLYWOOD,Rosaceae,Prunus,cherry,S
-122.520729540779,45.5071713756952,2015-07-10,PY,Fair,HAZELWOOD,Rosaceae,Pyrus,pear,M
-122.671437970008,45.4736405947583,2016-07-05,FR,Fair,SOUTH PORTLAND,Oleaceae,Fraxinus,ash,M
-122.610154521338,45.5389918987837,2016-07-27,AC,Fair,ROSE CITY PARK,Sapindaceae,Acer,"maple, other",M
-122.620112077666,45.5406260480378,2016-07-16,MA,Fair,GRANT PARK,Rosaceae,Malus,crabapple,S
-122.760658036766,45.5909230413973,2013-07-10,MA,Fair,CATHEDRAL PARK,Rosaceae,Malus,crabapple,S
-122.614807743306,45.5447820164535,2016-08-19,TI,Fair,BEAUMONT-WILSHIRE,Malvaceae,Tilia,linden,L
-122.582748485987,45.5484497394738,2015-08-29,ACPA,Fair,ROSEWAY,Sapindaceae,Acer,"maple, Japanese",S
-122.574372446055,45.5600522764322,2015-05-26,AC,Good,SUMNER,Sapindaceae,Acer,"maple, other",M
-122.739949615594,45.5911608880497,2011-09-10,ROPS,Poor,ST. JOHNS,Leguminosae,Robinia,black locust,M
-122.639030827519,45.5428014371296,NA,CHRE,Good,ALAMEDA,Oleaceae,Chionanthus,fringe tree,S
-122.621190472825,45.5216536936844,2014-07-27,FR,Good,LAURELHURST,Oleaceae,Fraxinus,ash,M
-122.579948598943,45.5321815945523,2015-06-20,CR,Fair,MONTAVILLA,Rosaceae,Crataegus,hawthorn,S
-122.662711535912,45.5618169972823,2015-09-24,ACPL,Fair,KING,Sapindaceae,Acer,"maple, Norway",M
-122.609032707008,45.4893538319967,2013-08-24,SA,Good,WOODSTOCK,Salicaceae,Salix,willow,M
-122.671138887612,45.5523494884739,2014-08-06,PRCH,Fair,BOISE,Rosaceae,Prunus,cherry,S
-122.634909318367,45.5019003832644,2013-09-19,CO,Fair,RICHMOND,Cornaceae,Cornus,dogwood,S
-122.554869969135,45.5499058797392,2015-08-15,KOPA,Good,PARKROSE,Sapindaceae,Koelreuteria,golden rain tree,M
-122.673866917518,45.4731392206642,2016-07-05,ACRU,Good,SOUTH PORTLAND,Sapindaceae,Acer,"maple, red",M
-122.574978496258,45.4887503727394,2016-07-13,PRPL,Fair,LENTS,Rosaceae,Prunus,plum,S
-122.599538291497,45.5240932808711,2015-08-08,CO,Fair,NORTH TABOR,Cornaceae,Cornus,dogwood,S
-122.582941810622,45.5578435152418,2014-09-13,ACMA,Fair,CULLY,Sapindaceae,Acer,"maple, bigleaf",L
-122.643532169525,45.5165308913393,2015-08-01,GLTR,Good,BUCKMAN,Leguminosae,Gleditsia,honey locust,L
-122.644745249094,45.4600913236612,2011-07-27,ACPL,Fair,SELLWOOD-MORELAND,Sapindaceae,Acer,"maple, Norway",M
-122.657468755912,45.5446734525496,2015-09-17,CLLU,Good,IRVINGTON,Leguminosae,Cladrastis,yellow wood,M
-122.61726651129,45.4866233983708,2013-10-11,BE,Fair,WOODSTOCK,Betulaceae,Betula,birch,M
-122.489119453678,45.5150902169948,2015-10-20,PRCH,Fair,CENTENNIAL,Rosaceae,Prunus,cherry,S
-122.674571043089,45.5506916155337,2014-07-28,PY,Fair,BOISE,Rosaceae,Pyrus,pear,M
-122.613409066408,45.5009364759732,2013-09-07,CL,Poor,RICHMOND,Verbenaceae,Clerodendrum,glorybower,S
-122.611107739856,45.476355181914,2013-09-15,FR,Fair,WOODSTOCK,Oleaceae,Fraxinus,ash,M
-122.627697057565,45.5635332926055,2010-08-21,PRPL,Poor,CONCORDIA,Rosaceae,Prunus,plum,S
-122.650286916556,45.4600932347048,2011-09-10,QU,Good,SELLWOOD-MORELAND,Fagaceae,Quercus,"oak, deciduous",L
-122.757708001712,45.5904410581868,2013-06-29,AC,Fair,CATHEDRAL PARK,Sapindaceae,Acer,"maple, other",M
-122.715504692422,45.4669542495079,2016-08-18,PY,Fair,MULTNOMAH,Rosaceae,Pyrus,pear,M
-122.632552168706,45.5236632528284,2014-07-07,ACPL,Good,KERNS,Sapindaceae,Acer,"maple, Norway",M
-122.671094203613,45.5344770734651,2014-05-05,FR,Fair,ELIOT,Oleaceae,Fraxinus,ash,M
-122.619401693533,45.5088303694697,2013-08-07,QU,Good,RICHMOND,Fagaceae,Quercus,"oak, deciduous",L
-122.737474065283,45.5958163866521,2011-08-20,PY,Fair,ST. JOHNS,Rosaceae,Pyrus,pear,M
-122.653403536993,45.5599682585142,2015-07-22,PRPL,Good,KING,Rosaceae,Prunus,plum,S
-122.658528002582,45.5395602534662,2015-09-08,ACPL,Fair,IRVINGTON,Sapindaceae,Acer,"maple, Norway",M
-122.520598525088,45.5398379951667,2016-05-19,PRCH,Fair,RUSSELL,Rosaceae,Prunus,cherry,S
-122.583800660221,45.5570317174685,2014-09-13,NYSY,Good,CULLY,Cornaceae,Nyssa,tupelo,M
-122.651767809963,45.5589867275118,2015-07-22,OS,Fair,KING,Betulaceae,Ostrya,hophornbeam,M
-122.585660241131,45.5551229951114,2015-09-02,PRPL,Fair,ROSEWAY,Rosaceae,Prunus,plum,S
-122.626681663952,45.5668848244618,2010-08-21,MA,Poor,CONCORDIA,Rosaceae,Malus,crabapple,S
-122.630598218877,45.5573578520935,NA,GLTR,Poor,BEAUMONT-WILSHIRE,Leguminosae,Gleditsia,honey locust,L
-122.682284784806,45.5249841108941,2016-05-11,ACRU,Fair,PEARL,Sapindaceae,Acer,"maple, red",M
-122.633456508991,45.5221758602706,2014-06-05,FR,Good,KERNS,Oleaceae,Fraxinus,ash,M
-122.691079072248,45.5170124482275,2016-05-04,CO,Fair,GOOSE HOLLOW,Cornaceae,Cornus,dogwood,S
-122.621311503742,45.5104528097198,2013-08-07,ACPA,Good,RICHMOND,Sapindaceae,Acer,"maple, Japanese",S
-122.513598073555,45.4613095419346,2016-09-12,ACRU,Fair,PLEASANT VALLEY,Sapindaceae,Acer,"maple, red",M
-122.592018819444,45.5238326747044,2015-08-13,LITU,Good,MONTAVILLA,Magnoliaceae,Liriodendron,tulip poplar,L
-122.656508817097,45.5352228401851,2015-08-21,PY,Fair,IRVINGTON,Rosaceae,Pyrus,pear,M
-122.510055916677,45.4968269663293,2014-09-24,CR,Poor,CENTENNIAL,Rosaceae,Crataegus,hawthorn,S
-122.539744388807,45.5349160963573,2015-09-15,ACPA,Fair,PARKROSE HEIGHTS,Sapindaceae,Acer,"maple, Japanese",S
-122.65891675481,45.533699406569,2014-09-17,PRCH,Fair,LLOYD DISTRICT,Rosaceae,Prunus,cherry,S
-122.62254534248,45.5469427594279,NA,CEJA,Fair,BEAUMONT-WILSHIRE,Cercidiphyllaceae,Cercidiphyllum,katsura,M
-122.63594241508,45.5646539482009,2010-11-02,PRPL,Good,CONCORDIA,Rosaceae,Prunus,plum,S
-122.703998496239,45.5805655836315,2011-08-25,PRPL,Fair,KENTON,Rosaceae,Prunus,plum,S
-122.6855303593,45.4475797214991,2016-08-25,ACRU,Fair,COLLINS VIEW,Sapindaceae,Acer,"maple, red",M
-122.619007608008,45.5034241938974,2013-09-07,QU,Good,RICHMOND,Fagaceae,Quercus,"oak, deciduous",L
-122.581435348467,45.4776173827723,2015-09-19,ROPS,Fair,MT. SCOTT-ARLETA,Leguminosae,Robinia,black locust,M
-122.597464289017,45.5034029732519,2014-06-28,PY,Fair,SOUTH TABOR,Rosaceae,Pyrus,pear,M
-122.649751229593,45.5518241975453,2015-06-27,PRPL,Good,SABIN,Rosaceae,Prunus,plum,S
-122.596264637464,45.4744249897047,2016-06-15,PRCH,Fair,BRENTWOOD-DARLINGTON,Rosaceae,Prunus,cherry,S
-122.709537866709,45.5590505976286,2015-10-30,ACRU,Good,OVERLOOK,Sapindaceae,Acer,"maple, red",M
-122.623490398006,45.5088355310577,2013-07-20,GIBI,Fair,RICHMOND,Ginkgoaceae,Ginkgo,ginkgo,L
-122.618332303086,45.4664328136605,2012-06-29,ACPA,Good,WOODSTOCK,Sapindaceae,Acer,"maple, Japanese",S
-122.609737791979,45.5442767917575,2016-07-21,LAAN,Fair,ROSE CITY PARK,Leguminosae,Laburnum,golden chain tree,S
-122.638994576005,45.5573994098287,2010-10-22,CEJA,Good,CONCORDIA,Cercidiphyllaceae,Cercidiphyllum,katsura,M
-122.629749975687,45.5420084613134,NA,FR,Fair,GRANT PARK,Oleaceae,Fraxinus,ash,M
-122.639173913872,45.5429344316824,2015-09-15,ACRU,Fair,IRVINGTON,Sapindaceae,Acer,"maple, red",M
-122.63717000334,45.5190905966077,2015-08-01,CADE,Fair,BUCKMAN,Cupressaceae,Calocedrus,incense cedar,L
-122.625529476683,45.5455382888359,2016-07-23,PRPL,Poor,BEAUMONT-WILSHIRE,Rosaceae,Prunus,plum,S
-122.667183316159,45.5495922734561,2014-09-12,FR,Good,BOISE,Oleaceae,Fraxinus,ash,M
-122.680794045863,45.5286448322683,NA,UL,Fair,PEARL,Ulmaceae,Ulmuys,elm,L
-122.634985841355,45.5136274599444,2012-07-16,CL,Good,SUNNYSIDE,Verbenaceae,Clerodendrum,glorybower,S
-122.625981950007,45.5426381720994,2016-08-26,PRPL,Fair,GRANT PARK,Rosaceae,Prunus,plum,S
-122.627887261453,45.4861395478875,2016-07-26,ACPA,Fair,REED,Sapindaceae,Acer,"maple, Japanese",S
-122.610745725983,45.5457338957348,2016-07-21,PRCH,Fair,ROSE CITY PARK,Rosaceae,Prunus,cherry,S
-122.683795590315,45.471230340068,2016-07-07,ACRU,Fair,HILLSDALE,Sapindaceae,Acer,"maple, red",M
-122.640036262409,45.5457573891774,2015-09-10,ACGR,Good,IRVINGTON,Sapindaceae,Acer,"maple, paperbark",S
-122.730089682781,45.5922373697311,2011-09-07,PY,Fair,ST. JOHNS,Rosaceae,Pyrus,pear,M
-122.697106719296,45.4805911606053,2016-07-07,PSME,Fair,HILLSDALE,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.690200670817,45.500312478756,2016-08-08,CH,Fair,HOMESTEAD,Cupressaceae,Chamaecyparis,false cypress,M
-122.647746913921,45.466300929783,2011-08-23,PAPE,Good,SELLWOOD-MORELAND,Hamamelidaceae,Parrotia,Persian ironwood,M
-122.582637958172,45.4934162361584,2014-07-26,FR,Fair,FOSTER-POWELL,Oleaceae,Fraxinus,ash,M
-122.699925725184,45.488980388275,2016-07-01,QU,Fair,HILLSDALE,Fagaceae,Quercus,"oak, deciduous",L
-122.600478269746,45.5383627027493,2016-07-21,PRPL,Fair,ROSE CITY PARK,Rosaceae,Prunus,plum,S
-122.690656717639,45.5846255670588,2014-08-11,ACPL,Fair,KENTON,Sapindaceae,Acer,"maple, Norway",M
-122.627724898152,45.5431558738197,2016-08-27,LIST,Fair,GRANT PARK,Altingiaceae,Liquidambar,sweetgum,M
-122.597606012626,45.5338558990438,2016-07-21,BE,Fair,ROSE CITY PARK,Betulaceae,Betula,birch,M
-122.617842434694,45.5468298210663,2016-09-02,ACPA,Fair,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, Japanese",S
-122.692215616254,45.5160634578837,2016-05-04,ZESE,Poor,GOOSE HOLLOW,Ulmaceae,Zelkova,zelkova,M
-122.650042453526,45.492767470016,2013-08-10,BE,Fair,BROOKLYN,Betulaceae,Betula,birch,M
-122.501294649508,45.5249643087688,2016-04-20,NYSY,Poor,GLENFAIR,Cornaceae,Nyssa,tupelo,M
-122.639842050238,45.5620669064752,2010-11-10,AC,Good,CONCORDIA,Sapindaceae,Acer,"maple, other",M
-122.631047133076,45.4932808392878,2016-08-06,PRPL,Fair,CRESTON-KENILWORTH,Rosaceae,Prunus,plum,S
-122.61290565771,45.5349539537277,2016-07-27,PI,Fair,ROSE CITY PARK,Pinaceae,Pinus,pine,L
-122.669635493204,45.5758581063465,2013-08-01,MA,Good,PIEDMONT,Rosaceae,Malus,crabapple,S
-122.706802374498,45.5790790366567,2011-08-18,BE,Fair,KENTON,Betulaceae,Betula,birch,M
-122.672147264485,45.5378543416212,2014-10-08,PAPE,Fair,ELIOT,Hamamelidaceae,Parrotia,Persian ironwood,M
-122.505519010369,45.5490643391202,2016-09-10,CO,Fair,WILKES,Cornaceae,Cornus,dogwood,S
-122.631655242218,45.4744113543802,2011-06-25,ACPL,Fair,EASTMORELAND,Sapindaceae,Acer,"maple, Norway",M
-122.677625723789,45.5505299794396,2014-09-02,FR,Good,BOISE,Oleaceae,Fraxinus,ash,M
-122.546699953323,45.4915213210122,2015-06-27,PY,Fair,POWELLHURST-GILBERT,Rosaceae,Pyrus,pear,M
-122.579098457612,45.5358805455544,2016-07-20,ACPL,Good,MADISON SOUTH,Sapindaceae,Acer,"maple, Norway",M
-122.655541668405,45.5065705003329,2012-09-10,AC,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, other",M
-122.667401583417,45.5467363693076,2014-09-06,PRCH,Good,ELIOT,Rosaceae,Prunus,cherry,S
-122.66013685651,45.574480717852,2015-06-27,CO,Fair,WOODLAWN,Cornaceae,Cornus,dogwood,S
-122.714028427135,45.5905848051311,2013-09-07,AC,Fair,PORTSMOUTH,Sapindaceae,Acer,"maple, other",M
-122.634092933929,45.5417104219599,2016-09-10,BE,Fair,GRANT PARK,Betulaceae,Betula,birch,M
-122.649646609998,45.5323602870614,2014-07-23,TI,Fair,SULLIVAN'S GULCH,Malvaceae,Tilia,linden,L
-122.676864647724,45.5596663418083,NA,PAPE,Fair,HUMBOLDT,Hamamelidaceae,Parrotia,Persian ironwood,M
-122.627078382439,45.5251840594807,2014-07-30,AE,Fair,LAURELHURST,Sapindaceae,Aesculus,horsechestnut,L
-122.658437966238,45.5691789387122,2015-09-26,AC,Fair,WOODLAWN,Sapindaceae,Acer,"maple, other",M
-122.571465899343,45.4972964945171,2016-07-13,TI,Fair,LENTS,Malvaceae,Tilia,linden,L
-122.65224726239,45.5351318848517,2015-08-15,ACPL,Poor,IRVINGTON,Sapindaceae,Acer,"maple, Norway",M
-122.697495031349,45.5729696347998,2013-08-06,ACRU,Good,ARBOR LODGE,Sapindaceae,Acer,"maple, red",M
-122.694859836039,45.588048675397,2014-08-11,PC,Good,KENTON,Pinaceae,Picea,spruce,L
-122.652584179131,45.5609035504071,2015-05-22,CR,Fair,VERNON,Rosaceae,Crataegus,hawthorn,S
-122.619432702478,45.5555009107878,NA,ACRU,Good,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, red",M
-122.67585522072,45.4773355589476,NA,PRPL,Good,SOUTH PORTLAND,Rosaceae,Prunus,plum,S
-122.557911617076,45.5343854455126,2015-09-22,GIBI,Fair,PARKROSE HEIGHTS,Ginkgoaceae,Ginkgo,ginkgo,L
-122.683078190339,45.5285993257012,2016-05-09,QU,Fair,PEARL,Fagaceae,Quercus,"oak, deciduous",L
-122.567320154544,45.4626384958047,2016-07-14,PRCH,Fair,LENTS,Rosaceae,Prunus,cherry,S
-122.71064957589,45.5596509955689,2015-10-30,ACRU,Fair,OVERLOOK,Sapindaceae,Acer,"maple, red",M
-122.655698328302,45.5725781596679,2015-07-11,BE,Fair,WOODLAWN,Betulaceae,Betula,birch,M
-122.658762919216,45.5632954666372,2015-09-12,CR,Fair,KING,Rosaceae,Crataegus,hawthorn,S
-122.619150143694,45.4746275160262,2013-06-29,PRPL,Good,WOODSTOCK,Rosaceae,Prunus,plum,S
-122.563464200865,45.4658567396404,2016-07-18,QU,Fair,LENTS,Fagaceae,Quercus,"oak, deciduous",L
-122.648824095456,45.5573431946031,2015-07-24,CR,Fair,SABIN,Rosaceae,Crataegus,hawthorn,S
-122.583830610052,45.5519715962677,2015-09-02,STJA,Good,ROSEWAY,Styracaceae,Styrax,snowbell,S
-122.690012273441,45.4637878137282,2016-08-18,LIST,Good,SOUTH BURLINGAME,Altingiaceae,Liquidambar,sweetgum,M
-122.664287308481,45.5576208421581,2015-09-24,ACRU,Fair,KING,Sapindaceae,Acer,"maple, red",M
-122.594718811134,45.5010429237668,2014-07-19,MA,Fair,SOUTH TABOR,Rosaceae,Malus,crabapple,S
-122.68965804886,45.476102180632,2016-07-06,PLAC,Fair,HILLSDALE,Platanaceae,Platanus,planetree,L
-122.553238479459,45.5280409615118,2015-10-05,UL,Fair,HAZELWOOD,Ulmaceae,Ulmuys,elm,L
-122.716726498226,45.5887606628029,2013-09-07,CEJA,Fair,PORTSMOUTH,Cercidiphyllaceae,Cercidiphyllum,katsura,M
-122.537913180287,45.4892208694507,2015-07-28,NYSY,Poor,POWELLHURST-GILBERT,Cornaceae,Nyssa,tupelo,M
-122.580978092513,45.4719888637356,2016-06-16,ACRU,Poor,BRENTWOOD-DARLINGTON,Sapindaceae,Acer,"maple, red",M
-122.698035447942,45.4845816376474,2016-06-23,SO,Fair,HILLSDALE,Rosaceae,Sorbus,mountain-ash,S
-122.656455362846,45.5431866401066,2015-09-16,CR,Fair,IRVINGTON,Rosaceae,Crataegus,hawthorn,S
-122.649396746297,45.5377073085769,2015-09-12,ACPL,Fair,IRVINGTON,Sapindaceae,Acer,"maple, Norway",M
-122.753141020706,45.5966664253031,2011-08-06,LAAN,Poor,ST. JOHNS,Leguminosae,Laburnum,golden chain tree,S
-122.620370233716,45.5025416211002,2013-08-17,MAAP,Good,RICHMOND,Rosaceae,Malus,apple,M
-122.650787879142,45.5558550837345,2015-07-22,KOPA,Good,SABIN,Sapindaceae,Koelreuteria,golden rain tree,M
-122.618301226767,45.5150672552297,2012-07-07,GIBI,Good,SUNNYSIDE,Ginkgoaceae,Ginkgo,ginkgo,L
-122.615597489103,45.513636234966,2012-08-04,STJA,Good,SUNNYSIDE,Styracaceae,Styrax,snowbell,S
-122.624392117007,45.5265173578946,2014-06-28,PRPL,Fair,LAURELHURST,Rosaceae,Prunus,plum,S
-122.633474666638,45.497988316914,2013-08-17,CR,Good,RICHMOND,Rosaceae,Crataegus,hawthorn,S
-122.637454417146,45.5135446832231,2015-07-29,TI,Fair,BUCKMAN,Malvaceae,Tilia,linden,L
-122.668873332873,45.5726361562025,2013-10-10,MA,Good,PIEDMONT,Rosaceae,Malus,crabapple,S
-122.702141566257,45.4926150445868,2016-09-07,CA,Fair,SOUTHWEST HILLS,Betulaceae,Carpinus,hornbeam,M
-122.646413191507,45.5379129094639,2015-09-12,ACMA,Fair,IRVINGTON,Sapindaceae,Acer,"maple, bigleaf",L
-122.752208995243,45.5972407342571,2011-08-06,FR,Fair,ST. JOHNS,Oleaceae,Fraxinus,ash,M
-122.626620847109,45.5377286175916,2016-08-17,ACPA,Fair,GRANT PARK,Sapindaceae,Acer,"maple, Japanese",S
-122.647264394646,45.5411303353506,2015-09-12,ACRU,Fair,IRVINGTON,Sapindaceae,Acer,"maple, red",M
-122.655940928226,45.5057525421452,2012-06-30,ACGR,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, paperbark",S
-122.622547532572,45.5496284519901,NA,ACRU,Fair,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, red",M
-122.688587038751,45.5250501840106,2012-09-14,LITU,Good,NORTHWEST DISTRICT,Magnoliaceae,Liriodendron,tulip poplar,L
-122.649488728392,45.508021601523,2012-06-30,ACPL,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, Norway",M
-122.715576483982,45.5774494472697,2016-09-08,ACPL,Fair,UNIVERSITY PARK,Sapindaceae,Acer,"maple, Norway",M
-122.674006540866,45.4990395515474,2015-07-10,ACRU,Good,SOUTH PORTLAND,Sapindaceae,Acer,"maple, red",M
-122.689843238352,45.5722928401182,2013-09-13,PI,Fair,ARBOR LODGE,Pinaceae,Pinus,pine,L
-122.65046215541,45.4657988452555,2011-09-10,PRCH,Fair,SELLWOOD-MORELAND,Rosaceae,Prunus,cherry,S
-122.652541316915,45.543791012623,2015-07-11,STJA,Fair,IRVINGTON,Styracaceae,Styrax,snowbell,S
-122.549381841264,45.5211576417643,2015-10-08,AC,Good,HAZELWOOD,Sapindaceae,Acer,"maple, other",M
-122.656600348238,45.5434889423115,2015-09-14,QUEV,Good,IRVINGTON,Fagaceae,Quercus,"oak, evergreen",M
-122.545666464046,45.5101761385118,2015-10-21,PSME,Fair,MILL PARK,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.662561860416,45.5460153942567,2014-09-06,LIST,Fair,ELIOT,Altingiaceae,Liquidambar,sweetgum,M
-122.696754634502,45.5209986957932,NA,ACPL,Fair,GOOSE HOLLOW,Sapindaceae,Acer,"maple, Norway",M
-122.69648246114,45.5720478259631,2013-08-17,FR,Good,ARBOR LODGE,Oleaceae,Fraxinus,ash,M
-122.607122055077,45.4932878492484,2016-08-20,PAPE,Fair,CRESTON-KENILWORTH,Hamamelidaceae,Parrotia,Persian ironwood,M
-122.596379225664,45.551599259268,2015-06-20,CO,Good,ROSEWAY,Cornaceae,Cornus,dogwood,S
-122.580173869466,45.5100509034461,2015-08-12,CU,Fair,MONTAVILLA,Cupressaceae,Cupressus,cypress,M
-122.675743785608,45.5237336172962,2015-07-18,ACPL,Fair,OLD TOWN/CHINATOWN,Sapindaceae,Acer,"maple, Norway",M
-122.653388421042,45.5025353061207,2012-07-21,FR,Fair,HOSFORD-ABERNETHY,Oleaceae,Fraxinus,ash,M
-122.532115774142,45.4843039462196,2015-07-23,AC,Good,POWELLHURST-GILBERT,Sapindaceae,Acer,"maple, other",M
-122.616045739447,45.5698181018101,2014-08-07,BE,Good,CULLY,Betulaceae,Betula,birch,M
-122.642368818892,45.5275865072994,2014-06-17,ACPL,Fair,KERNS,Sapindaceae,Acer,"maple, Norway",M
-122.707107224078,45.5361116257592,2012-08-25,ACPL,Good,NORTHWEST DISTRICT,Sapindaceae,Acer,"maple, Norway",M
-122.639322093673,45.5005814583924,2012-09-13,PI,Good,HOSFORD-ABERNETHY,Pinaceae,Pinus,pine,L
-122.635968144627,45.4920184408412,2016-08-06,JU,Fair,CRESTON-KENILWORTH,Juglandaceae,Juglans,walnut,L
-122.673424552936,45.4744512449075,2016-07-05,ACRU,Good,SOUTH PORTLAND,Sapindaceae,Acer,"maple, red",M
-122.528487256826,45.5341029895513,2016-05-14,KOPA,Fair,RUSSELL,Sapindaceae,Koelreuteria,golden rain tree,M
-122.727074555802,45.4763851954701,2016-08-31,ACPL,Fair,HAYHURST,Sapindaceae,Acer,"maple, Norway",M
-122.658976917679,45.5286815780817,2014-09-28,ACRU,Good,LLOYD DISTRICT,Sapindaceae,Acer,"maple, red",M
-122.603022155799,45.5161585292282,2015-09-25,ACGR,Good,MT. TABOR,Sapindaceae,Acer,"maple, paperbark",S
-122.764342991638,45.5967940364044,2013-07-05,AC,Good,CATHEDRAL PARK,Sapindaceae,Acer,"maple, other",M
-122.73236785346,45.5764821630401,2016-09-07,ACRU,Fair,UNIVERSITY PARK,Sapindaceae,Acer,"maple, red",M
-122.519864166717,45.4858395410302,2015-07-23,PY,Good,POWELLHURST-GILBERT,Rosaceae,Pyrus,pear,M
-122.700386577094,45.52910245218,2012-09-08,MA,Fair,NORTHWEST DISTRICT,Rosaceae,Malus,crabapple,S
-122.595362883429,45.5521260066725,2015-06-20,JU,Fair,ROSEWAY,Juglandaceae,Juglans,walnut,L
-122.666806173758,45.5383610164708,2014-07-19,ACRU,Fair,ELIOT,Sapindaceae,Acer,"maple, red",M
