X,Y,Date_Inventoried,Species,Condition,Neighborhood,Family,Genus,Common,Size
-122.664047217552,45.5590731615386,2015-09-23,PRCH,Fair,KING,Rosaceae,Prunus,cherry,S
-122.649292127601,45.551170067449,2015-06-27,PRCH,Fair,SABIN,Rosaceae,Prunus,cherry,S
-122.623492743508,45.5516019849859,NA,ACRU,Fair,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, red",M
-122.664771108754,45.5548603713997,2016-08-25,MG,Fair,HUMBOLDT,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.635602493475,45.4697844581819,2011-06-25,ACSA,Fair,EASTMORELAND,Sapindaceae,Acer,"maple, silver",L
-122.626772342591,45.5306592521852,2014-07-13,AC,Fair,LAURELHURST,Sapindaceae,Acer,"maple, other",M
-122.650318410592,45.5711381983788,2015-08-29,PY,Fair,WOODLAWN,Rosaceae,Pyrus,pear,M
-122.595177765802,45.5348306791679,2016-06-25,AC,Fair,MADISON SOUTH,Sapindaceae,Acer,"maple, other",M
-122.613462727272,45.4697622887164,2016-08-10,BE,Poor,BRENTWOOD-DARLINGTON,Betulaceae,Betula,birch,M
-122.644512561181,45.5481830451365,2015-09-16,PY,Good,IRVINGTON,Rosaceae,Pyrus,pear,M
-122.53926645633,45.4920038192138,2015-06-27,PRCH,Fair,POWELLHURST-GILBERT,Rosaceae,Prunus,cherry,S
-122.520486101829,45.5523475063316,2016-05-25,RHPU,Good,ARGAY,Rhamnaceae,Rhamnus,cascara,S
-122.60311406513,45.5249923366033,2015-07-25,AC,Fair,NORTH TABOR,Sapindaceae,Acer,"maple, other",M
-122.582333226272,45.5115680391157,2015-08-19,TI,Good,MONTAVILLA,Malvaceae,Tilia,linden,L
-122.701349781285,45.4769225870986,2016-07-05,ACPL,Fair,HILLSDALE,Sapindaceae,Acer,"maple, Norway",M
-122.628325052712,45.4762219266468,2011-06-25,ACPL,Poor,EASTMORELAND,Sapindaceae,Acer,"maple, Norway",M
-122.650003448677,45.5733905986942,2015-07-11,BE,Fair,WOODLAWN,Betulaceae,Betula,birch,M
-122.608459006037,45.562310554084704,2014-07-26,PRCH,Poor,CULLY,Rosaceae,Prunus,cherry,S
-122.626595149901,45.5229141708151,2014-08-09,PY,Fair,LAURELHURST,Rosaceae,Pyrus,pear,M
-122.636902559609,45.5097345328301,2012-08-18,CO,Fair,HOSFORD-ABERNETHY,Cornaceae,Cornus,dogwood,S
-122.571442024818,45.576481397184,2016-09-22,ACPL,Fair,PDX,Sapindaceae,Acer,"maple, Norway",M
-122.715705541346,45.5924363845347,2013-09-07,FR,Good,PORTSMOUTH,Oleaceae,Fraxinus,ash,M
-122.647106332478,45.4702483839503,2011-08-24,LIST,Fair,SELLWOOD-MORELAND,Altingiaceae,Liquidambar,sweetgum,M
-122.557224267543,45.5060366382111,2014-09-10,CR,Fair,HAZELWOOD,Rosaceae,Crataegus,hawthorn,S
-122.568755171888,45.4880763569837,2016-07-15,ACPL,Fair,LENTS,Sapindaceae,Acer,"maple, Norway",M
-122.758759644144,45.5896720919986,2013-07-18,ZESE,Good,CATHEDRAL PARK,Ulmaceae,Zelkova,zelkova,M
-122.581949124623,45.5554958572685,2014-09-26,CHRE,Good,CULLY,Oleaceae,Chionanthus,fringe tree,S
-122.508453157818,45.5328570374864,2016-07-20,BE,Fair,WILKES,Betulaceae,Betula,birch,M
-122.669329842327,45.5443105905236,2014-10-15,FR,Good,ELIOT,Oleaceae,Fraxinus,ash,M
-122.570153598155,45.5352388097536,2016-07-27,PRPL,Poor,MADISON SOUTH,Rosaceae,Prunus,plum,S
-122.641599967909,45.5510106803867,2016-08-05,PY,Fair,ALAMEDA,Rosaceae,Pyrus,pear,M
-122.623013156334,45.4791308397396,2011-06-25,PRPL,Poor,EASTMORELAND,Rosaceae,Prunus,plum,S
-122.69864624125,45.5107552003884,2016-09-01,ACSA,Fair,SOUTHWEST HILLS,Sapindaceae,Acer,"maple, silver",L
-122.637253801783,45.5199128556165,2014-05-26,PY,Good,KERNS,Rosaceae,Pyrus,pear,M
-122.657507018753,45.5229992297334,2014-09-30,ACRU,Fair,KERNS,Sapindaceae,Acer,"maple, red",M
-122.583759920724,45.5488668691198,2015-08-29,CO,Poor,ROSEWAY,Cornaceae,Cornus,dogwood,S
-122.746920215212,45.5990948237691,2011-10-03,THPL,Good,ST. JOHNS,Cupressaceae,Thuja,Western redcedar,L
-122.618309289147,45.5122141650691,2012-07-07,CECA,Good,SUNNYSIDE,Leguminosae,Cercis,redbud,S
-122.606027318665,45.4800166623365,2013-08-23,LAAN,Good,WOODSTOCK,Leguminosae,Laburnum,golden chain tree,S
-122.499090766807,45.5085589935467,2015-10-15,CO,Fair,CENTENNIAL,Cornaceae,Cornus,dogwood,S
-122.652518751235,45.509804321702,2012-06-30,ACPL,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, Norway",M
-122.645594083376,45.5238848470133,2014-10-02,CA,Good,KERNS,Betulaceae,Carpinus,hornbeam,M
-122.619131561144,45.5092876500806,2013-08-08,TI,Good,RICHMOND,Malvaceae,Tilia,linden,L
-122.54011066878,45.5210416455836,2015-10-05,ACGR,Good,HAZELWOOD,Sapindaceae,Acer,"maple, paperbark",S
-122.675220744228,45.4985864246237,2015-07-10,TI,Fair,SOUTH PORTLAND,Malvaceae,Tilia,linden,L
-122.679248240194,45.5101219667124,2013-10-08,ACPL,Fair,DOWNTOWN,Sapindaceae,Acer,"maple, Norway",M
-122.708248885786,45.5323072422558,2016-05-31,PLAC,Fair,HILLSIDE,Platanaceae,Platanus,planetree,L
-122.687002370165,45.5194159052713,2016-05-11,SESE,Fair,GOOSE HOLLOW,Taxodiaceae,Sequoia,redwood,L
-122.620517967953,45.5136415855882,2012-08-04,ZESE,Good,SUNNYSIDE,Ulmaceae,Zelkova,zelkova,M
-122.701017867262,45.5374238229096,2012-08-08,AC,Fair,NORTHWEST DISTRICT,Sapindaceae,Acer,"maple, other",M
-122.644741072827,45.4742539116873,2011-08-24,TI,Fair,SELLWOOD-MORELAND,Malvaceae,Tilia,linden,L
-122.647118081544,45.502014660387204,2012-07-21,PRCH,Good,HOSFORD-ABERNETHY,Rosaceae,Prunus,cherry,S
-122.606367585223,45.4924380337715,2016-08-20,ST,Good,CRESTON-KENILWORTH,Theaceae,Stewartia,stewartia,S
-122.544065085,45.5541222468369,2015-08-07,STJA,Fair,PARKROSE,Styracaceae,Styrax,snowbell,S
-122.676042649713,45.4779479651636,NA,ACPA,Good,SOUTH PORTLAND,Sapindaceae,Acer,"maple, Japanese",S
-122.743469667628,45.5851825708519,2013-08-15,JU,Good,CATHEDRAL PARK,Juglandaceae,Juglans,walnut,L
-122.614028755733,45.4926826210679,2016-08-23,CL,Fair,CRESTON-KENILWORTH,Verbenaceae,Clerodendrum,glorybower,S
-122.616248363442,45.4819959101323,2013-08-13,GLTR,Fair,WOODSTOCK,Leguminosae,Gleditsia,honey locust,L
-122.586909305414,45.5498479220153,2015-08-07,BE,Fair,ROSEWAY,Betulaceae,Betula,birch,M
-122.591212906667,45.5249314757673,2015-08-19,PRPL,Poor,MONTAVILLA,Rosaceae,Prunus,plum,S
-122.551280858215,45.4915407822562,2015-06-27,PY,Fair,POWELLHURST-GILBERT,Rosaceae,Pyrus,pear,M
-122.680154389685,45.5617452257091,2011-07-07,MA,Fair,OVERLOOK,Rosaceae,Malus,crabapple,S
-122.738700929501,45.5987922085211,2014-08-29,AC,Fair,ST. JOHNS,Sapindaceae,Acer,"maple, other",M
-122.689556611996,45.5296761350885,2012-09-28,FR,Fair,NORTHWEST DISTRICT,Oleaceae,Fraxinus,ash,M
-122.606162957086,45.4810105212181,2013-08-24,ACPL,Good,WOODSTOCK,Sapindaceae,Acer,"maple, Norway",M
-122.632015644513,45.4934366438329,NA,AC,Fair,CRESTON-KENILWORTH,Sapindaceae,Acer,"maple, other",M
-122.679086234422,45.5007942115655,2015-06-29,ACRU,Good,SOUTH PORTLAND,Sapindaceae,Acer,"maple, red",M
-122.621069458079,45.5269134838017,2014-07-30,AC,Good,LAURELHURST,Sapindaceae,Acer,"maple, other",M
-122.586243604382,45.506257009313,2015-09-28,ACRU,Good,MT. TABOR,Sapindaceae,Acer,"maple, red",M
-122.637565858546,45.5603420948614,2010-10-09,MA,Good,CONCORDIA,Rosaceae,Malus,crabapple,S
-122.751663534609,45.58995608547,2011-08-06,AC,Poor,ST. JOHNS,Sapindaceae,Acer,"maple, other",M
-122.623917621484,45.5423101677435,2016-08-03,CO,Fair,GRANT PARK,Cornaceae,Cornus,dogwood,S
-122.771884343957,45.6278142455824,2014-08-19,TI,Good,ST. JOHNS,Malvaceae,Tilia,linden,L
-122.687761085458,45.4840092137456,2016-06-23,PRPL,Fair,HILLSDALE,Rosaceae,Prunus,plum,S
-122.5297298209,45.5518989188577,2016-05-25,PRPL,Fair,ARGAY,Rosaceae,Prunus,plum,S
-122.586662362136,45.5170064489656,2015-07-30,PRCH,Poor,MT. TABOR,Rosaceae,Prunus,cherry,S
-122.5644567081,45.5098447493369,2014-09-10,QU,Fair,HAZELWOOD,Fagaceae,Quercus,"oak, deciduous",L
-122.637688760654,45.4974661072303,2016-08-05,FR,Fair,CRESTON-KENILWORTH,Oleaceae,Fraxinus,ash,M
-122.614927260561,45.539573518782,NA,PRPL,Fair,ROSE CITY PARK,Rosaceae,Prunus,plum,S
-122.6197382231,45.5458335064044,NA,ACPL,Fair,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, Norway",M
-122.665852685746,45.5290618105684,2014-07-10,PY,Good,LLOYD DISTRICT,Rosaceae,Pyrus,pear,M
-122.614803252628,45.4662693963012,2016-05-13,PRCH,Fair,BRENTWOOD-DARLINGTON,Rosaceae,Prunus,cherry,S
-122.642524390032,45.5492148578026,NA,PRPL,Fair,ALAMEDA,Rosaceae,Prunus,plum,S
-122.695179666823,45.508542042502,2016-09-09,ACPL,Fair,SOUTHWEST HILLS,Sapindaceae,Acer,"maple, Norway",M
-122.679430198446,45.4926080080942,2016-08-10,FA,Good,HOMESTEAD,Fagaceae,Fagus,beech,L
-122.604849480004,45.5420271186453,NA,PY,Fair,ROSE CITY PARK,Rosaceae,Pyrus,pear,M
-122.612832744153,45.5288291828585,2015-08-26,THPL,Fair,NORTH TABOR,Cupressaceae,Thuja,Western redcedar,L
-122.601579532419,45.5419877409341,2016-08-27,PRCH,Good,ROSE CITY PARK,Rosaceae,Prunus,cherry,S
-122.676405463086,45.5507939337391,2014-08-30,PY,Fair,BOISE,Rosaceae,Pyrus,pear,M
-122.652193766817,45.4608122891068,2011-09-14,PRCH,Fair,SELLWOOD-MORELAND,Rosaceae,Prunus,cherry,S
-122.673974912083,45.4761216837378,NA,ACPL,Poor,SOUTH PORTLAND,Sapindaceae,Acer,"maple, Norway",M
-122.485893442695,45.512057029464,2014-09-26,LAIN,Good,CENTENNIAL,Lythraceae,Lagerstroemia,crape myrtle,S
-122.687687231365,45.5590070151786,2011-07-10,PRPL,Fair,OVERLOOK,Rosaceae,Prunus,plum,S
-122.499217714028,45.5000389014842,2014-09-17,LAIN,Good,CENTENNIAL,Lythraceae,Lagerstroemia,crape myrtle,S
-122.594559209254,45.5212815738045,2015-07-01,CO,Good,MT. TABOR,Cornaceae,Cornus,dogwood,S
-122.668000771389,45.5793672957132,2013-08-22,CO,Good,PIEDMONT,Cornaceae,Cornus,dogwood,S
-122.644320269608,45.5455804429169,2015-07-29,LIST,Good,IRVINGTON,Altingiaceae,Liquidambar,sweetgum,M
-122.698701490335,45.4713224784479,2016-06-29,MAAP,Good,HILLSDALE,Rosaceae,Malus,apple,M
-122.616587470275,45.4852966273201,2013-10-11,PI,Good,WOODSTOCK,Pinaceae,Pinus,pine,L
-122.672142825909,45.574399978722,2013-10-10,MA,Fair,PIEDMONT,Rosaceae,Malus,crabapple,S
-122.680887428432,45.5720108626175,2013-07-31,ZESE,Fair,ARBOR LODGE,Ulmaceae,Zelkova,zelkova,M
-122.666800475744,45.5697129632303,2013-07-20,PRCH,Fair,PIEDMONT,Rosaceae,Prunus,cherry,S
-122.652969471048,45.5573334439072,2015-07-26,CL,Fair,KING,Verbenaceae,Clerodendrum,glorybower,S
-122.665186896678,45.5764489759341,2013-08-22,MA,Good,PIEDMONT,Rosaceae,Malus,crabapple,S
-122.534901060868,45.4834264536745,2015-06-30,PSME,Fair,POWELLHURST-GILBERT,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.542751434542,45.5331425812249,2015-10-09,RHPU,Good,HAZELWOOD,Rhamnaceae,Rhamnus,cascara,S
-122.570689330933,45.4979151402998,2015-08-06,PY,Fair,POWELLHURST-GILBERT,Rosaceae,Pyrus,pear,M
-122.771087572436,45.5357388313297,2016-09-01,ACRU,Fair,NORTHWEST HEIGHTS,Sapindaceae,Acer,"maple, red",M
-122.630599940948,45.5373482819874,2016-08-27,PAPE,Good,GRANT PARK,Hamamelidaceae,Parrotia,Persian ironwood,M
-122.766228939898,45.597035368636,2013-06-29,MG,Fair,CATHEDRAL PARK,Magnoliaceae,Magnolia,"magnolia, deciduous",M
-122.651529381816,45.5177320402902,2015-08-29,PY,Good,BUCKMAN,Rosaceae,Pyrus,pear,M
-122.521562314082,45.4758059104798,2016-09-14,CEJA,Fair,PLEASANT VALLEY,Cercidiphyllaceae,Cercidiphyllum,katsura,M
-122.664873116946,45.5598477980823,2016-08-02,JU,Fair,HUMBOLDT,Juglandaceae,Juglans,walnut,L
-122.694618096701,45.5613380580037,2011-06-25,FR,Fair,OVERLOOK,Oleaceae,Fraxinus,ash,M
-122.696364957908,45.4745566592981,2016-06-30,PR,Fair,HILLSDALE,Rosaceae,Prunus,"Prunus, other",M
-122.644726027842,45.5003483697721,2012-07-20,CA,Good,HOSFORD-ABERNETHY,Betulaceae,Carpinus,hornbeam,M
-122.660071363038,45.5328435887269,2014-09-20,ACRU,Fair,LLOYD DISTRICT,Sapindaceae,Acer,"maple, red",M
-122.675896706717,45.4826388446602,NA,PRPL,Fair,SOUTH PORTLAND,Rosaceae,Prunus,plum,S
-122.643055762387,45.50129502476,2012-09-08,AC,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, other",M
-122.666979250367,45.5655203549613,2016-07-22,TI,Fair,HUMBOLDT,Malvaceae,Tilia,linden,L
-122.716226980131,45.5872408258137,2013-09-07,FR,Good,PORTSMOUTH,Oleaceae,Fraxinus,ash,M
-122.655724274342,45.5420403695374,2015-07-11,BE,Fair,IRVINGTON,Betulaceae,Betula,birch,M
-122.616381977061,45.4704542420618,2013-08-29,TS,Good,WOODSTOCK,Pinaceae,Tsuga,hemlock,L
-122.67539757849,45.5243808377553,2015-07-18,ACPL,Fair,OLD TOWN/CHINATOWN,Sapindaceae,Acer,"maple, Norway",M
-122.53980292932,45.5075165180972,2015-10-21,PRCH,Fair,MILL PARK,Rosaceae,Prunus,cherry,S
-122.558831540436,45.4804456432398,NA,STJA,Fair,LENTS,Styracaceae,Styrax,snowbell,S
-122.528008916513,45.4860728843136,2015-07-29,PSME,Fair,POWELLHURST-GILBERT,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.507849583372,45.5041545960193,2014-09-12,PY,Good,CENTENNIAL,Rosaceae,Pyrus,pear,M
-122.701589306275,45.5593034859969,2015-10-28,GLTR,Fair,OVERLOOK,Leguminosae,Gleditsia,honey locust,L
-122.676139376709,45.5146624749989,2013-07-11,TI,Good,DOWNTOWN,Malvaceae,Tilia,linden,L
-122.7050280482,45.544942632892,2016-09-19,AC,Fair,NORTHWEST INDUSTRIAL,Sapindaceae,Acer,"maple, other",M
-122.58979941655,45.5257667386236,2015-06-20,CA,Good,MONTAVILLA,Betulaceae,Carpinus,hornbeam,M
-122.497467290103,45.5101392414862,2015-10-16,AC,Fair,CENTENNIAL,Sapindaceae,Acer,"maple, other",M
-122.652607050238,45.5596378293362,2015-07-22,PRCH,Fair,KING,Rosaceae,Prunus,cherry,S
-122.685043684418,45.5590638998578,2011-06-25,MA,Fair,OVERLOOK,Rosaceae,Malus,crabapple,S
-122.653821678503,45.5502208304945,2015-08-22,MA,Fair,SABIN,Rosaceae,Malus,crabapple,S
-122.754781087497,45.5921590328936,2011-08-06,FR,Good,ST. JOHNS,Oleaceae,Fraxinus,ash,M
-122.635939396741,45.5651141290492,2010-11-02,PRCH,Good,CONCORDIA,Rosaceae,Prunus,cherry,S
-122.693048733612,45.5785153602784,2011-08-10,PAPE,Fair,KENTON,Hamamelidaceae,Parrotia,Persian ironwood,M
-122.665617629874,45.5359126208574,2014-07-19,MA,Fair,ELIOT,Rosaceae,Malus,crabapple,S
-122.628734156272,45.5105060803576,2013-10-16,PY,Fair,RICHMOND,Rosaceae,Pyrus,pear,M
-122.651692966825,45.5551778796643,2015-07-22,STJA,Good,SABIN,Styracaceae,Styrax,snowbell,S
-122.651042872224,45.5098331899535,2012-07-22,UL,Good,HOSFORD-ABERNETHY,Ulmaceae,Ulmuys,elm,L
-122.694511157656,45.4720672396237,2016-06-30,FR,Fair,HILLSDALE,Oleaceae,Fraxinus,ash,M
-122.754345430635,45.5901169757424,2011-09-29,ACPL,Fair,ST. JOHNS,Sapindaceae,Acer,"maple, Norway",M
-122.5023162927,45.5500285286571,2016-09-17,PY,Fair,WILKES,Rosaceae,Pyrus,pear,M
-122.578048668405,45.5669021723655,2014-08-07,PI,Fair,CULLY,Pinaceae,Pinus,pine,L
-122.533342385933,45.512917230092,2015-10-23,KOPA,Fair,MILL PARK,Sapindaceae,Koelreuteria,golden rain tree,M
-122.721520091838,45.4453027047101,2014-10-13,SA,Fair,WEST PORTLAND PARK,Salicaceae,Salix,willow,M
-122.656437133334,45.5729230271972,2015-06-27,STJA,Good,WOODLAWN,Styracaceae,Styrax,snowbell,S
-122.499958133333,45.5137476908396,2015-10-15,PRPL,Poor,CENTENNIAL,Rosaceae,Prunus,plum,S
-122.67191186905,45.5456211933836,2014-04-25,LIST,Good,ELIOT,Altingiaceae,Liquidambar,sweetgum,M
-122.624520857265,45.4711493638009,2011-06-25,ACPL,Good,EASTMORELAND,Sapindaceae,Acer,"maple, Norway",M
-122.657502422972,45.538442749322,2015-08-15,AC,Fair,IRVINGTON,Sapindaceae,Acer,"maple, other",M
-122.529890399248,45.5469887582164,2016-05-25,UL,Fair,ARGAY,Ulmaceae,Ulmuys,elm,L
-122.671813137013,45.4720251564419,2016-08-15,QU,Fair,SOUTH PORTLAND,Fagaceae,Quercus,"oak, deciduous",L
-122.648421236984,45.5338129464514,2014-08-23,ACNE,Fair,SULLIVAN'S GULCH,Sapindaceae,Acer,boxelder,L
-122.562959191369,45.5754973540473,2016-09-23,PY,Fair,PDX,Rosaceae,Pyrus,pear,M
-122.655044626965,45.5301278399953,2014-09-20,ACRU,Fair,LLOYD DISTRICT,Sapindaceae,Acer,"maple, red",M
-122.655081246787,45.4589111558305,2011-08-10,CP,Fair,SELLWOOD-MORELAND,Bignoniaceae,Catalpa,catalpa,L
-122.610550982907,45.5002457205112,2013-09-03,CR,Good,RICHMOND,Rosaceae,Crataegus,hawthorn,S
-122.606802693214,45.5389018417555,NA,CECA,Fair,ROSE CITY PARK,Leguminosae,Cercis,redbud,S
-122.67299053909301,45.5659128358435,NA,PC,Fair,HUMBOLDT,Pinaceae,Picea,spruce,L
-122.757255288538,45.5903903224412,2013-07-18,FR,Good,CATHEDRAL PARK,Oleaceae,Fraxinus,ash,M
-122.506982450408,45.4719660689659,2016-09-20,ACPL,Fair,PLEASANT VALLEY,Sapindaceae,Acer,"maple, Norway",M
-122.675403393285,45.5151067002606,2013-07-11,TI,Good,DOWNTOWN,Malvaceae,Tilia,linden,L
-122.715685906869,45.4417568571765,2014-07-30,THPL,Good,WEST PORTLAND PARK,Cupressaceae,Thuja,Western redcedar,L
-122.676596620087,45.56192332551,2016-08-17,AC,Fair,HUMBOLDT,Sapindaceae,Acer,"maple, other",M
-122.52180174475,45.5407033450082,2016-05-19,CR,Fair,RUSSELL,Rosaceae,Crataegus,hawthorn,S
-122.6328020899,45.5283184574051,2014-07-12,MAAP,Fair,KERNS,Rosaceae,Malus,apple,M
-122.580357397076,45.4947721919134,2014-07-26,PC,Fair,FOSTER-POWELL,Pinaceae,Picea,spruce,L
-122.555655366188,45.547955097766,2015-08-20,PSME,Fair,PARKROSE,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.582034686458,45.5331912480669,2015-06-20,ACRU,Fair,MONTAVILLA,Sapindaceae,Acer,"maple, red",M
-122.625474048834,45.5491721742392,2016-08-22,ACRU,Fair,BEAUMONT-WILSHIRE,Sapindaceae,Acer,"maple, red",M
-122.624919287043,45.5602568603328,2010-09-11,PRCH,Good,CONCORDIA,Rosaceae,Prunus,cherry,S
-122.625681592902,45.510953131586,2013-07-20,PY,Fair,RICHMOND,Rosaceae,Pyrus,pear,M
-122.585876965981,45.5507653098231,2015-08-07,ACRU,Good,ROSEWAY,Sapindaceae,Acer,"maple, red",M
-122.577092074917,45.5260091672271,2015-08-05,FA,Fair,MONTAVILLA,Fagaceae,Fagus,beech,L
-122.715700268235,45.57026209397,2015-10-23,QU,Good,OVERLOOK,Fagaceae,Quercus,"oak, deciduous",L
-122.599221758429,45.5549836831888,2015-07-10,ACRU,Fair,ROSEWAY,Sapindaceae,Acer,"maple, red",M
-122.695203990506,45.4874843201699,2016-07-01,ACPL,Poor,HILLSDALE,Sapindaceae,Acer,"maple, Norway",M
-122.524850929556,45.4847799965565,2015-06-17,GLTR,Fair,POWELLHURST-GILBERT,Leguminosae,Gleditsia,honey locust,L
-122.523942616921,45.556005412511,2016-04-20,AC,Fair,ARGAY,Sapindaceae,Acer,"maple, other",M
-122.715383085685,45.5803738741716,2013-07-20,ACRU,Good,PORTSMOUTH,Sapindaceae,Acer,"maple, red",M
-122.635569254911,45.5483062010915,2016-08-11,ACPL,Fair,ALAMEDA,Sapindaceae,Acer,"maple, Norway",M
-122.670344413083,45.5521149183307,2014-08-06,FR,Good,BOISE,Oleaceae,Fraxinus,ash,M
-122.634764006887,45.537058364481,2016-08-13,PY,Fair,GRANT PARK,Rosaceae,Pyrus,pear,M
-122.539359729304,45.5607469181112,2014-09-24,ACRU,Good,PARKROSE,Sapindaceae,Acer,"maple, red",M
-122.6771882685,45.5380845309313,2014-10-08,THPL,Good,ELIOT,Cupressaceae,Thuja,Western redcedar,L
-122.708782057466,45.5241240003158,2016-06-02,PLAC,Fair,HILLSIDE,Platanaceae,Platanus,planetree,L
-122.613893895252,45.5318447117069,2016-07-27,ACPA,Fair,ROSE CITY PARK,Sapindaceae,Acer,"maple, Japanese",S
-122.633612802376,45.4897101383077,2016-07-25,TR,Fair,REED,Arecaceae,Trachycarpus,palm,S
-122.613897130984,45.5759946715302,2014-08-04,SA,Fair,CULLY,Salicaceae,Salix,willow,M
-122.617428246669,45.4768464490558,2013-06-29,ACRU,Good,WOODSTOCK,Sapindaceae,Acer,"maple, red",M
-122.698534507897,45.5886785919902,2011-08-23,UL,Poor,KENTON,Ulmaceae,Ulmuys,elm,L
-122.649539584715,45.4912640029851,2013-08-10,NYSY,Good,BROOKLYN,Cornaceae,Nyssa,tupelo,M
-122.690281220054,45.56571048879,2011-06-25,UL,Good,OVERLOOK,Ulmaceae,Ulmuys,elm,L
-122.546869655859,45.5161869309406,2015-10-23,QU,Poor,MILL PARK,Fagaceae,Quercus,"oak, deciduous",L
-122.638996795742,45.5569385795598,2010-10-22,BE,Good,CONCORDIA,Betulaceae,Betula,birch,M
-122.591139712836,45.4734564407055,2016-06-15,ACMA,Fair,BRENTWOOD-DARLINGTON,Sapindaceae,Acer,"maple, bigleaf",L
-122.692568787112,45.5715759181489,2013-07-30,RHPU,Good,ARBOR LODGE,Rhamnaceae,Rhamnus,cascara,S
-122.614154394108,45.5613584989145,2014-07-26,PI,Fair,CULLY,Pinaceae,Pinus,pine,L
-122.651527312995,45.5433442474622,2015-09-09,ACRU,Fair,IRVINGTON,Sapindaceae,Acer,"maple, red",M
-122.657270305489,45.5682002847321,2015-09-26,ST,Good,WOODLAWN,Theaceae,Stewartia,stewartia,S
-122.653858633397,45.5466939449448,2015-09-09,PI,Fair,IRVINGTON,Pinaceae,Pinus,pine,L
-122.622575799859,45.5693250279005,2010-11-02,CECA,Good,CONCORDIA,Leguminosae,Cercis,redbud,S
-122.659069323779,45.4680090438821,2011-08-14,CA,Good,SELLWOOD-MORELAND,Betulaceae,Carpinus,hornbeam,M
-122.71917074674,45.4421832123287,2014-07-30,PSME,Fair,WEST PORTLAND PARK,Pinaceae,Pseudotsuga,Douglas-fir,L
-122.653940065678,45.5605755369033,2015-09-23,PY,Fair,KING,Rosaceae,Pyrus,pear,M
-122.583253702096,45.5339781462752,2015-07-14,QU,Fair,MONTAVILLA,Fagaceae,Quercus,"oak, deciduous",L
-122.559628732369,45.5086367563829,2014-09-11,PY,Fair,HAZELWOOD,Rosaceae,Pyrus,pear,M
-122.642077699163,45.5078068107373,2012-06-30,JN,Good,HOSFORD-ABERNETHY,Cupressaceae,Juniperus,juniper,M
-122.650640974051,45.5026040165849,2012-07-21,ACRU,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, red",M
-122.699281725652,45.5716576196846,2013-08-14,FR,Fair,ARBOR LODGE,Oleaceae,Fraxinus,ash,M
-122.651987173166,45.5374102405894,2015-09-11,PRCH,Fair,IRVINGTON,Rosaceae,Prunus,cherry,S
-122.574038513518,45.4899988570767,2016-07-13,KOPA,Fair,LENTS,Sapindaceae,Koelreuteria,golden rain tree,M
-122.596127305719,45.568167378241,2014-08-04,PY,Poor,CULLY,Rosaceae,Pyrus,pear,M
-122.534592885725,45.526848548198,2014-09-12,OS,Good,HAZELWOOD,Betulaceae,Ostrya,hophornbeam,M
-122.689955055249,45.558242036444,2011-07-10,PRPL,Fair,OVERLOOK,Rosaceae,Prunus,plum,S
-122.752815780268,45.5969503840116,2011-08-06,PY,Good,ST. JOHNS,Rosaceae,Pyrus,pear,M
-122.658318541509,45.5758526742411,2015-07-07,STJA,Good,WOODLAWN,Styracaceae,Styrax,snowbell,S
-122.735887529999,45.5812861619497,2016-09-07,PRPL,Fair,UNIVERSITY PARK,Rosaceae,Prunus,plum,S
-122.659557421592,45.5491044321805,2015-08-28,PRPL,Good,KING,Rosaceae,Prunus,plum,S
-122.609851212369,45.5369778113001,NA,LIST,Fair,ROSE CITY PARK,Altingiaceae,Liquidambar,sweetgum,M
-122.655895353997,45.5150165338546,2015-08-29,ACRU,Fair,BUCKMAN,Sapindaceae,Acer,"maple, red",M
-122.598714868759,45.4619657144642,NA,FR,Fair,BRENTWOOD-DARLINGTON,Oleaceae,Fraxinus,ash,M
-122.647849183523,45.5021173209041,2012-07-21,ACRU,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, red",M
-122.64776774675,45.5012089602639,2012-08-07,AC,Good,HOSFORD-ABERNETHY,Sapindaceae,Acer,"maple, other",M
-122.589946305472,45.5220407836871,2015-08-26,SA,Good,MT. TABOR,Salicaceae,Salix,willow,M
-122.617647012492,45.4769445660388,2013-07-20,ACPL,Fair,WOODSTOCK,Sapindaceae,Acer,"maple, Norway",M
-122.700666742767,45.4835782017198,2016-07-06,CR,Fair,HILLSDALE,Rosaceae,Crataegus,hawthorn,S
-122.677034466143,45.4963921710453,2015-08-03,AC,Poor,SOUTH PORTLAND,Sapindaceae,Acer,"maple, other",M
-122.585900950101,45.5301894925322,2015-06-13,PRPL,Fair,MONTAVILLA,Rosaceae,Prunus,plum,S
-122.507290930978,45.5384885574946,2016-08-04,ACPL,Fair,WILKES,Sapindaceae,Acer,"maple, Norway",M
-122.597630498904,45.4884630721025,2015-09-25,LIST,Fair,MT. SCOTT-ARLETA,Altingiaceae,Liquidambar,sweetgum,M
